Geography,Labour force st,Total - Age groups,  15 to 24 years,    15 to 19 years,    20 to 24 years,  25 to 64 years,    25 to 44 years,    45 to 64 years,  65 years and over
3540046,Participation rate,74.4,89.1,85.5,93.8,88.4,91.4,86.0,18.9
3540046,Employment rate,70.1,77.3,66.1,91.7,85.3,87.4,83.2,18.9
3540046,Unemployment rate,5.5,13.3,20.8,0.0,3.8,4.4,3.2,0.0
3540050,Total - Labour force status,2470.0,465.0,235.0,230.0,1675.0,650.0,1020.0,330.0
3540050,  In the labour force,1830.0,300.0,110.0,195.0,1425.0,555.0,865.0,105.0
3540050,    Employed,1765.0,270.0,95.0,175.0,1400.0,550.0,845.0,100.0
3540050,    Unemployed,65.0,35.0,15.0,15.0,25.0,0.0,20.0,0.0
3540050,  Not in the labour force,640.0,160.0,120.0,40.0,250.0,90.0,155.0,225.0
3540050,Participation rate,74.1,64.5,46.8,84.8,85.1,85.4,84.8,31.8
3540050,Employment rate,71.5,58.1,40.4,76.1,83.6,84.6,82.8,30.3
3540050,Unemployment rate,3.6,11.7,13.6,7.7,1.8,0.0,2.3,0.0
3540055,Total - Labour force status,3965.0,605.0,335.0,270.0,2470.0,1090.0,1375.0,895.0
3540055,  In the labour force,2460.0,425.0,200.0,230.0,1920.0,895.0,1030.0,105.0
3540055,    Employed,2350.0,380.0,185.0,195.0,1875.0,875.0,995.0,100.0
3540055,    Unemployed,105.0,45.0,10.0,35.0,50.0,20.0,25.0,0.0
3540055,  Not in the labour force,1505.0,180.0,135.0,40.0,545.0,195.0,350.0,785.0
3540055,Participation rate,62.0,70.2,59.7,85.2,77.7,82.1,74.9,11.7
3540055,Employment rate,59.3,62.8,55.2,72.2,75.9,80.3,72.4,11.2
3540055,Unemployment rate,4.3,10.6,5.0,15.2,2.6,2.2,2.4,0.0
3540063,Total - Labour force status,4550.0,790.0,460.0,330.0,2725.0,965.0,1755.0,1045.0
3540063,  In the labour force,2890.0,525.0,250.0,280.0,2220.0,885.0,1340.0,140.0
3540063,    Employed,2660.0,440.0,200.0,235.0,2095.0,805.0,1285.0,130.0
3540063,    Unemployed,230.0,90.0,50.0,40.0,130.0,75.0,50.0,0.0
3540063,  Not in the labour force,1660.0,260.0,205.0,50.0,500.0,90.0,410.0,900.0
3540063,Participation rate,63.5,66.5,54.3,84.8,81.5,91.7,76.4,13.4
3540063,Employment rate,58.5,55.7,43.5,71.2,76.9,83.4,73.2,12.4
3540063,Unemployment rate,8.0,17.1,20.0,14.3,5.9,8.5,3.7,0.0
3541,Total - Labour force status,54860.0,7940.0,4190.0,3755.0,34585.0,13255.0,21330.0,12330.0
3541,  In the labour force,33995.0,5825.0,2620.0,3200.0,26380.0,11700.0,14680.0,1790.0
3541,    Employed,31770.0,4895.0,2260.0,2635.0,25165.0,11115.0,14055.0,1715.0
3541,    Unemployed,2220.0,930.0,365.0,565.0,1215.0,590.0,625.0,80.0
3541,  Not in the labour force,20870.0,2120.0,1565.0,555.0,8205.0,1555.0,6650.0,10540.0
3541,Participation rate,62.0,73.4,62.5,85.2,76.3,88.3,68.8,14.5
3541,Employment rate,57.9,61.6,53.9,70.2,72.8,83.9,65.9,13.9
3541,Unemployment rate,6.5,16.0,13.9,17.7,4.6,5.0,4.3,4.5
3541004,Total - Labour force status,4645.0,855.0,470.0,385.0,2980.0,1205.0,1780.0,810.0
3541004,  In the labour force,3305.0,610.0,265.0,345.0,2560.0,1140.0,1425.0,135.0
3541004,    Employed,3140.0,540.0,230.0,315.0,2465.0,1075.0,1385.0,130.0
3541004,    Unemployed,165.0,70.0,35.0,30.0,95.0,65.0,35.0,0.0
3541004,  Not in the labour force,1340.0,240.0,205.0,35.0,420.0,65.0,355.0,680.0
3541004,Participation rate,71.2,71.3,56.4,89.6,85.9,94.6,80.1,16.7
3541004,Employment rate,67.6,63.2,48.9,81.8,82.7,89.2,77.8,16.0
3541004,Unemployment rate,5.0,11.5,13.2,8.7,3.7,5.7,2.5,0.0
3541015,Total - Labour force status,5440.0,860.0,455.0,405.0,3430.0,1340.0,2090.0,1155.0
3541015,  In the labour force,3560.0,645.0,290.0,355.0,2760.0,1190.0,1570.0,150.0
3541015,    Employed,3370.0,570.0,255.0,310.0,2675.0,1160.0,1515.0,130.0
3541015,    Unemployed,185.0,80.0,30.0,45.0,85.0,30.0,55.0,25.0
3541015,  Not in the labour force,1880.0,210.0,165.0,45.0,670.0,150.0,520.0,1000.0
3541015,Participation rate,65.4,75.0,63.7,87.7,80.5,88.8,75.1,13.0
3541015,Employment rate,61.9,66.3,56.0,76.5,78.0,86.6,72.5,11.3
3541015,Unemployment rate,5.2,12.4,10.3,12.7,3.1,2.5,3.5,16.7
3541024,Total - Labour force status,9385.0,1355.0,725.0,630.0,6065.0,2345.0,3720.0,1965.0
3541024,  In the labour force,5895.0,1075.0,530.0,550.0,4595.0,2155.0,2435.0,230.0
3541024,    Employed,5585.0,930.0,455.0,475.0,4435.0,2085.0,2350.0,225.0
3541024,    Unemployed,315.0,150.0,75.0,75.0,155.0,70.0,90.0,0.0
3541024,  Not in the labour force,3480.0,275.0,200.0,80.0,1470.0,195.0,1280.0,1735.0
3541024,Participation rate,62.8,79.3,73.1,87.3,75.8,91.9,65.5,11.7
3541024,Employment rate,59.5,68.6,62.8,75.4,73.1,88.9,63.2,11.5
3541024,Unemployment rate,5.3,14.0,14.2,13.6,3.4,3.2,3.7,0.0
3541032,Total - Labour force status,7725.0,1225.0,660.0,560.0,4960.0,1980.0,2980.0,1540.0
3541032,  In the labour force,5060.0,800.0,385.0,415.0,3945.0,1750.0,2195.0,315.0
3541032,    Employed,4770.0,655.0,345.0,310.0,3805.0,1680.0,2130.0,300.0
3541032,    Unemployed,295.0,140.0,40.0,100.0,135.0,70.0,65.0,0.0
3541032,  Not in the labour force,2670.0,425.0,280.0,150.0,1015.0,230.0,785.0,1225.0
3541032,Participation rate,65.5,65.3,58.3,74.1,79.5,88.4,73.7,20.5
3541032,Employment rate,61.7,53.5,52.3,55.4,76.7,84.8,71.5,19.5
3541032,Unemployment rate,5.8,17.5,10.4,24.1,3.4,4.0,3.0,0.0
3541043,Total - Labour force status,5440.0,855.0,450.0,400.0,3570.0,1595.0,1975.0,1015.0
3541043,  In the labour force,3910.0,660.0,290.0,365.0,2935.0,1385.0,1550.0,320.0
3541043,    Employed,3615.0,520.0,250.0,270.0,2795.0,1320.0,1475.0,300.0
3541043,    Unemployed,290.0,135.0,40.0,100.0,135.0,65.0,70.0,20.0
3541043,  Not in the labour force,1530.0,195.0,160.0,35.0,635.0,210.0,430.0,700.0
3541043,Participation rate,71.9,77.2,64.4,91.2,82.2,86.8,78.5,31.5
3541043,Employment rate,66.5,60.8,55.6,67.5,78.3,82.8,74.7,29.6
3541043,Unemployment rate,7.4,20.5,13.8,27.4,4.6,4.7,4.5,6.2
3541045,Total - Labour force status,10765.0,1445.0,710.0,735.0,6830.0,2555.0,4280.0,2485.0
3541045,  In the labour force,6335.0,1180.0,525.0,660.0,4870.0,2205.0,2675.0,280.0
3541045,    Employed,5870.0,940.0,435.0,505.0,4665.0,2085.0,2585.0,260.0
3541045,    Unemployed,460.0,240.0,90.0,150.0,205.0,115.0,85.0,15.0
3541045,  Not in the labour force,4425.0,265.0,185.0,80.0,1960.0,355.0,1605.0,2205.0
3541045,Participation rate,58.8,81.7,73.9,89.8,71.3,86.3,62.5,11.3
3541045,Employment rate,54.5,65.1,61.3,68.7,68.3,81.6,60.4,10.5
3541045,Unemployment rate,7.3,20.3,17.1,22.7,4.2,5.2,3.2,5.4
3541055,Total - Labour force status,7180.0,850.0,450.0,405.0,4250.0,1475.0,2770.0,2080.0
3541055,  In the labour force,3820.0,550.0,235.0,320.0,3025.0,1270.0,1750.0,245.0
3541055,    Employed,3575.0,510.0,215.0,290.0,2825.0,1205.0,1625.0,240.0
3541055,    Unemployed,245.0,45.0,15.0,25.0,195.0,70.0,125.0,0.0
3541055,  Not in the labour force,3360.0,300.0,220.0,80.0,1225.0,200.0,1020.0,1840.0
3541055,Participation rate,53.2,64.7,52.2,79.0,71.2,86.1,63.2,11.8
3541055,Employment rate,49.8,60.0,47.8,71.6,66.5,81.7,58.7,11.5
3541055,Unemployment rate,6.4,8.2,6.4,7.8,6.4,5.5,7.1,0.0
3541057,Total - Labour force status,560.0,125.0,75.0,50.0,395.0,175.0,215.0,45.0
3541057,  In the labour force,325.0,60.0,20.0,35.0,255.0,115.0,140.0,0.0
3541057,    Employed,265.0,45.0,20.0,25.0,215.0,85.0,125.0,10.0
3541057,    Unemployed,60.0,10.0,0.0,10.0,45.0,30.0,10.0,0.0
3541057,  Not in the labour force,235.0,65.0,55.0,15.0,140.0,60.0,80.0,30.0
3541057,Participation rate,58.0,48.0,26.7,70.0,64.6,65.7,65.1,0.0
3541057,Employment rate,47.3,36.0,26.7,50.0,54.4,48.6,58.1,22.2
3541057,Unemployment rate,18.5,16.7,0.0,28.6,17.6,26.1,7.1,0.0
3541060,Total - Labour force status,415.0,75.0,35.0,40.0,265.0,120.0,145.0,75.0
3541060,  In the labour force,240.0,45.0,15.0,25.0,195.0,90.0,105.0,0.0
3541060,    Employed,215.0,35.0,15.0,20.0,175.0,70.0,100.0,0.0
3541060,    Unemployed,25.0,10.0,0.0,0.0,20.0,15.0,0.0,0.0
3541060,  Not in the labour force,175.0,40.0,20.0,15.0,70.0,30.0,40.0,70.0
3541060,Participation rate,57.8,60.0,42.9,62.5,73.6,75.0,72.4,0.0
3541060,Employment rate,51.8,46.7,42.9,50.0,66.0,58.3,69.0,0.0
3541060,Unemployment rate,10.4,22.2,0.0,0.0,10.3,16.7,0.0,0.0
3541069,Total - Labour force status,3305.0,300.0,155.0,145.0,1840.0,465.0,1375.0,1165.0
3541069,  In the labour force,1550.0,200.0,70.0,135.0,1240.0,400.0,840.0,110.0
3541069,    Employed,1365.0,155.0,45.0,110.0,1110.0,345.0,765.0,105.0
3541069,    Unemployed,180.0,45.0,25.0,20.0,130.0,55.0,75.0,0.0
3541069,  Not in the labour force,1760.0,95.0,80.0,0.0,605.0,70.0,530.0,1055.0
3541069,Participation rate,46.9,66.7,45.2,93.1,67.4,86.0,61.1,9.4
3541069,Employment rate,41.3,51.7,29.0,75.9,60.3,74.2,55.6,9.0
3541069,Unemployment rate,11.6,22.5,35.7,14.8,10.5,13.8,8.9,0.0
3542,Total - Labour force status,76340.0,11055.0,5890.0,5165.0,47440.0,17810.0,29625.0,17850.0
3542,  In the labour force,48085.0,7180.0,3110.0,4070.0,38135.0,15610.0,22530.0,2775.0
3542,    Employed,44535.0,5710.0,2460.0,3250.0,36135.0,14765.0,21370.0,2695.0
3542,    Unemployed,3545.0,1465.0,645.0,820.0,2000.0,840.0,1160.0,80.0
3542,  Not in the labour force,28255.0,3875.0,2785.0,1090.0,9305.0,2200.0,7105.0,15075.0
3542,Participation rate,63.0,64.9,52.8,78.8,80.4,87.6,76.1,15.5
3542,Employment rate,58.3,51.7,41.8,62.9,76.2,82.9,72.1,15.1
3542,Unemployment rate,7.4,20.4,20.7,20.1,5.2,5.4,5.1,2.9
3542004,Total - Labour force status,10095.0,1390.0,785.0,610.0,6505.0,2350.0,4150.0,2200.0
3542004,  In the labour force,6690.0,1020.0,480.0,545.0,5260.0,2075.0,3180.0,410.0
3542004,    Employed,6275.0,870.0,445.0,430.0,5005.0,1965.0,3040.0,400.0
3542004,    Unemployed,415.0,150.0,40.0,115.0,250.0,115.0,145.0,0.0
3542004,  Not in the labour force,3400.0,370.0,305.0,70.0,1245.0,275.0,965.0,1785.0
3542004,Participation rate,66.3,73.4,61.1,89.3,80.9,88.3,76.6,18.6
3542004,Employment rate,62.2,62.6,56.7,70.5,76.9,83.6,73.3,18.2
3542004,Unemployment rate,6.2,14.7,8.3,21.1,4.8,5.5,4.6,0.0
3542005,Total - Labour force status,5785.0,1035.0,580.0,450.0,3745.0,1525.0,2215.0,1010.0
3542005,  In the labour force,4120.0,660.0,280.0,375.0,3210.0,1310.0,1900.0,255.0
3542005,    Employed,3855.0,535.0,240.0,300.0,3075.0,1260.0,1815.0,245.0
3542005,    Unemployed,260.0,115.0,40.0,80.0,135.0,55.0,85.0,0.0
3542005,  Not in the labour force,1665.0,375.0,300.0,75.0,530.0,220.0,315.0,760.0
3542005,Participation rate,71.2,63.8,48.3,83.3,85.7,85.9,85.8,25.2
3542005,Employment rate,66.6,51.7,41.4,66.7,82.1,82.6,81.9,24.3
3542005,Unemployment rate,6.3,17.4,14.3,21.3,4.2,4.2,4.5,0.0
3542015,Total - Labour force status,7780.0,1185.0,655.0,530.0,4710.0,1770.0,2940.0,1885.0
3542015,  In the labour force,4940.0,705.0,275.0,430.0,3835.0,1600.0,2235.0,400.0
3542015,    Employed,4650.0,600.0,260.0,345.0,3660.0,1540.0,2115.0,395.0
3542015,    Unemployed,290.0,100.0,15.0,90.0,180.0,60.0,120.0,0.0
3542015,  Not in the labour force,2835.0,480.0,380.0,100.0,870.0,175.0,695.0,1490.0
3542015,Participation rate,63.5,59.5,42.0,81.1,81.4,90.4,76.0,21.2
3542015,Employment rate,59.8,50.6,39.7,65.1,77.7,87.0,71.9,21.0
3542015,Unemployment rate,5.9,14.2,5.5,20.9,4.7,3.8,5.4,0.0
3542029,Total - Labour force status,5950.0,805.0,410.0,400.0,3660.0,1610.0,2050.0,1485.0
3542029,  In the labour force,3470.0,445.0,205.0,240.0,2975.0,1435.0,1540.0,60.0
3542029,    Employed,3225.0,395.0,185.0,210.0,2785.0,1335.0,1445.0,45.0
3542029,    Unemployed,250.0,50.0,15.0,35.0,195.0,95.0,95.0,0.0
3542029,  Not in the labour force,2475.0,360.0,205.0,155.0,685.0,175.0,515.0,1425.0
3542029,Participation rate,58.3,55.3,50.0,60.0,81.3,89.1,75.1,4.0
3542029,Employment rate,54.2,49.1,45.1,52.5,76.1,82.9,70.5,3.0
3542029,Unemployment rate,7.2,11.2,7.3,14.6,6.6,6.6,6.2,0.0
3542037,Total - Labour force status,5240.0,745.0,430.0,315.0,3425.0,1285.0,2135.0,1065.0
3542037,  In the labour force,3520.0,475.0,240.0,235.0,2870.0,1140.0,1720.0,180.0
3542037,    Employed,3275.0,345.0,160.0,180.0,2750.0,1095.0,1655.0,175.0
3542037,    Unemployed,250.0,135.0,85.0,50.0,115.0,45.0,65.0,0.0
3542037,  Not in the labour force,1720.0,270.0,190.0,80.0,560.0,140.0,415.0,890.0
3542037,Participation rate,67.2,63.8,55.8,74.6,83.8,88.7,80.6,16.9
3542037,Employment rate,62.5,46.3,37.2,57.1,80.3,85.2,77.5,16.4
3542037,Unemployment rate,7.1,28.4,35.4,21.3,4.0,3.9,3.8,0.0
3542045,Total - Labour force status,5645.0,695.0,360.0,335.0,3200.0,935.0,2265.0,1745.0
3542045,  In the labour force,3260.0,485.0,235.0,250.0,2435.0,840.0,1595.0,345.0
3542045,    Employed,2960.0,355.0,145.0,215.0,2275.0,765.0,1510.0,335.0
3542045,    Unemployed,295.0,130.0,90.0,40.0,160.0,75.0,85.0,0.0
3542045,  Not in the labour force,2385.0,210.0,130.0,85.0,770.0,100.0,670.0,1405.0
3542045,Participation rate,57.8,69.8,65.3,74.6,76.1,89.8,70.4,19.8
3542045,Employment rate,52.4,51.1,40.3,64.2,71.1,81.8,66.7,19.2
3542045,Unemployment rate,9.0,26.8,38.3,16.0,6.6,8.9,5.3,0.0
3542047,Total - Labour force status,9325.0,1245.0,650.0,595.0,5655.0,1910.0,3745.0,2420.0
3542047,  In the labour force,5810.0,820.0,360.0,460.0,4590.0,1800.0,2785.0,400.0
3542047,    Employed,5360.0,635.0,285.0,355.0,4345.0,1665.0,2680.0,380.0
3542047,    Unemployed,450.0,185.0,80.0,105.0,245.0,135.0,110.0,15.0
3542047,  Not in the labour force,3515.0,425.0,295.0,130.0,1065.0,105.0,960.0,2025.0
3542047,Participation rate,62.3,65.9,55.4,77.3,81.2,94.2,74.4,16.5
3542047,Employment rate,57.5,51.0,43.8,59.7,76.8,87.2,71.6,15.7
3542047,Unemployment rate,7.7,22.6,22.2,22.8,5.3,7.5,3.9,3.8
3542053,Total - Labour force status,8970.0,1245.0,710.0,540.0,5830.0,1955.0,3870.0,1895.0
3542053,  In the labour force,5790.0,765.0,315.0,450.0,4615.0,1685.0,2930.0,405.0
3542053,    Employed,5455.0,670.0,280.0,390.0,4390.0,1630.0,2755.0,390.0
3542053,    Unemployed,335.0,95.0,35.0,60.0,230.0,55.0,175.0,0.0
3542053,  Not in the labour force,3180.0,480.0,390.0,90.0,1215.0,270.0,940.0,1490.0
3542053,Participation rate,64.5,61.4,44.4,83.3,79.2,86.2,75.7,21.4
3542053,Employment rate,60.8,53.8,39.4,72.2,75.3,83.4,71.2,20.6
3542053,Unemployment rate,5.8,12.4,11.1,13.3,5.0,3.3,6.0,0.0
3542059,Total - Labour force status,17560.0,2700.0,1310.0,1395.0,10710.0,4465.0,6250.0,4145.0
3542059,  In the labour force,10480.0,1805.0,720.0,1090.0,8350.0,3725.0,4625.0,330.0
3542059,    Employed,9480.0,1300.0,465.0,835.0,7860.0,3515.0,4345.0,320.0
3542059,    Unemployed,1005.0,505.0,250.0,255.0,490.0,205.0,285.0,10.0
3542059,  Not in the labour force,7080.0,900.0,590.0,310.0,2365.0,745.0,1620.0,3815.0
3542059,Participation rate,59.7,66.9,55.0,78.1,78.0,83.4,74.0,8.0
3542059,Employment rate,54.0,48.1,35.5,59.9,73.4,78.7,69.5,7.7
3542059,Unemployment rate,9.6,28.0,34.7,23.4,5.9,5.5,6.2,3.0
3543,Total - Labour force status,361800.0,58260.0,31600.0,26660.0,238440.0,106395.0,132040.0,65105.0
3543,  In the labour force,238465.0,36560.0,14625.0,21930.0,193480.0,92500.0,100975.0,8430.0
3543,    Employed,218510.0,28490.0,10740.0,17750.0,182055.0,86655.0,95405.0,7960.0
3543,    Unemployed,19950.0,8065.0,3890.0,4175.0,11420.0,5845.0,5575.0,470.0
3543,  Not in the labour force,123335.0,21700.0,16970.0,4730.0,44955.0,13900.0,31060.0,56675.0
3543,Participation rate,65.9,62.8,46.3,82.3,81.1,86.9,76.5,12.9
3543,Employment rate,60.4,48.9,34.0,66.6,76.4,81.4,72.3,12.2
3543,Unemployment rate,8.4,22.1,26.6,19.0,5.9,6.3,5.5,5.6
3543005,Total - Labour force status,10975.0,1850.0,1020.0,830.0,7085.0,2870.0,4215.0,2045.0
3543005,  In the labour force,7150.0,1080.0,435.0,640.0,5725.0,2505.0,3225.0,345.0
3543005,    Employed,6600.0,795.0,270.0,525.0,5475.0,2395.0,3075.0,330.0
3543005,    Unemployed,550.0,285.0,170.0,115.0,255.0,105.0,150.0,0.0
3543005,  Not in the labour force,3830.0,775.0,585.0,190.0,1360.0,365.0,995.0,1700.0
3543005,Participation rate,65.1,58.4,42.6,77.1,80.8,87.3,76.5,16.9
3543005,Employment rate,60.1,43.0,26.5,63.3,77.3,83.4,73.0,16.1
3543005,Unemployment rate,7.7,26.4,39.1,18.0,4.5,4.2,4.7,0.0
3543007,Total - Labour force status,24390.0,3850.0,2120.0,1725.0,15815.0,7135.0,8680.0,4725.0
3543007,  In the labour force,16450.0,2725.0,1175.0,1545.0,12995.0,6225.0,6770.0,735.0
3543007,    Employed,15335.0,2260.0,935.0,1325.0,12420.0,5920.0,6500.0,650.0
3543007,    Unemployed,1120.0,460.0,240.0,220.0,575.0,300.0,275.0,80.0
3543007,  Not in the labour force,7930.0,1125.0,945.0,180.0,2815.0,910.0,1905.0,3990.0
3543007,Participation rate,67.4,70.8,55.4,89.6,82.2,87.2,78.0,15.6
3543007,Employment rate,62.9,58.7,44.1,76.8,78.5,83.0,74.9,13.8
3543007,Unemployment rate,6.8,16.9,20.4,14.2,4.4,4.8,4.1,10.9
3543009,Total - Labour force status,14855.0,2650.0,1550.0,1100.0,9960.0,3850.0,6105.0,2245.0
3543009,  In the labour force,10480.0,1630.0,675.0,960.0,8460.0,3470.0,4990.0,385.0
3543009,    Employed,9655.0,1285.0,540.0,740.0,7985.0,3240.0,4750.0,385.0
3543009,    Unemployed,830.0,345.0,130.0,215.0,475.0,235.0,245.0,0.0
3543009,  Not in the labour force,4370.0,1020.0,875.0,140.0,1500.0,380.0,1115.0,1855.0
3543009,Participation rate,70.5,61.5,43.5,87.3,84.9,90.1,81.7,17.1
3543009,Employment rate,65.0,48.5,34.8,67.3,80.2,84.2,77.8,17.1
3543009,Unemployment rate,7.9,21.2,19.3,22.4,5.6,6.8,4.9,0.0
3543014,Total - Labour force status,22325.0,3850.0,2065.0,1785.0,15900.0,8005.0,7895.0,2575.0
3543014,  In the labour force,16320.0,2350.0,910.0,1440.0,13465.0,7120.0,6355.0,495.0
3543014,    Employed,15145.0,1930.0,675.0,1250.0,12750.0,6715.0,6035.0,470.0
3543014,    Unemployed,1170.0,430.0,230.0,195.0,720.0,400.0,315.0,30.0
3543014,  Not in the labour force,6005.0,1495.0,1150.0,340.0,2435.0,890.0,1545.0,2075.0
3543014,Participation rate,73.1,61.0,44.1,80.7,84.7,88.9,80.5,19.2
3543014,Employment rate,67.8,50.1,32.7,70.0,80.2,83.9,76.4,18.3
3543014,Unemployment rate,7.2,18.3,25.3,13.5,5.3,5.6,5.0,6.1
3543015,Total - Labour force status,10580.0,1565.0,885.0,680.0,6830.0,2545.0,4285.0,2190.0
3543015,  In the labour force,6830.0,985.0,400.0,590.0,5465.0,2275.0,3190.0,375.0
3543015,    Employed,6295.0,775.0,310.0,465.0,5170.0,2170.0,3000.0,355.0
3543015,    Unemployed,535.0,215.0,95.0,120.0,295.0,105.0,195.0,25.0
3543015,  Not in the labour force,3750.0,575.0,485.0,90.0,1365.0,270.0,1100.0,1805.0
3543015,Participation rate,64.6,62.9,45.2,86.8,80.0,89.4,74.4,17.1
3543015,Employment rate,59.5,49.5,35.0,68.4,75.7,85.3,70.0,16.2
3543015,Unemployment rate,7.8,21.8,23.8,20.3,5.4,4.6,6.1,6.7
3543017,Total - Labour force status,27355.0,4260.0,2490.0,1770.0,18350.0,7960.0,10385.0,4750.0
3543017,  In the labour force,18305.0,2630.0,1080.0,1550.0,15035.0,6875.0,8160.0,640.0
3543017,    Employed,16595.0,2005.0,755.0,1245.0,14005.0,6425.0,7575.0,590.0
3543017,    Unemployed,1710.0,625.0,320.0,305.0,1035.0,450.0,590.0,45.0
3543017,  Not in the labour force,9050.0,1630.0,1415.0,215.0,3310.0,1090.0,2220.0,4110.0
3543017,Participation rate,66.9,61.7,43.4,87.6,81.9,86.4,78.6,13.5
3543017,Employment rate,60.7,47.1,30.3,70.3,76.3,80.7,72.9,12.4
3543017,Unemployment rate,9.3,23.8,29.6,19.7,6.9,6.5,7.2,7.0
3543019,Total - Labour force status,8025.0,990.0,540.0,455.0,4895.0,1735.0,3160.0,2145.0
3543019,  In the labour force,4625.0,585.0,220.0,360.0,3670.0,1390.0,2280.0,375.0
3543019,    Employed,4350.0,485.0,190.0,295.0,3500.0,1330.0,2170.0,370.0
3543019,    Unemployed,270.0,95.0,30.0,65.0,170.0,65.0,115.0,0.0
3543019,  Not in the labour force,3400.0,410.0,320.0,90.0,1225.0,345.0,880.0,1770.0
3543019,Participation rate,57.6,59.1,40.7,79.1,75.0,80.1,72.2,17.5
3543019,Employment rate,54.2,49.0,35.2,64.8,71.5,76.7,68.7,17.2
3543019,Unemployment rate,5.8,16.2,13.6,18.1,4.6,4.7,5.0,0.0
3543021,Total - Labour force status,14390.0,2550.0,1365.0,1185.0,10205.0,4895.0,5310.0,1635.0
3543021,  In the labour force,10660.0,1755.0,755.0,995.0,8645.0,4405.0,4240.0,260.0
3543021,    Employed,9795.0,1310.0,505.0,805.0,8235.0,4150.0,4085.0,245.0
3543021,    Unemployed,865.0,440.0,250.0,190.0,405.0,255.0,150.0,0.0
3543021,  Not in the labour force,3730.0,795.0,605.0,190.0,1560.0,485.0,1075.0,1370.0
3543021,Participation rate,74.1,68.8,55.3,84.0,84.7,90.0,79.8,15.9
3543021,Employment rate,68.1,51.4,37.0,67.9,80.7,84.8,76.9,15.0
3543021,Unemployment rate,8.1,25.1,33.1,19.1,4.7,5.8,3.5,0.0
3543023,Total - Labour force status,16555.0,2470.0,1390.0,1080.0,11085.0,4065.0,7015.0,3000.0
3543023,  In the labour force,11465.0,1620.0,725.0,895.0,9295.0,3735.0,5560.0,550.0
3543023,    Employed,10560.0,1155.0,525.0,630.0,8865.0,3585.0,5285.0,540.0
3543023,    Unemployed,905.0,465.0,200.0,265.0,430.0,155.0,275.0,15.0
3543023,  Not in the labour force,5090.0,855.0,665.0,190.0,1785.0,335.0,1455.0,2450.0
3543023,Participation rate,69.3,65.6,52.2,82.9,83.9,91.9,79.3,18.3
3543023,Employment rate,63.8,46.8,37.8,58.3,80.0,88.2,75.3,18.0
3543023,Unemployment rate,7.9,28.7,27.6,29.6,4.6,4.1,4.9,2.7
3543031,Total - Labour force status,15915.0,2185.0,1160.0,1025.0,9700.0,4000.0,5700.0,4025.0
3543031,  In the labour force,9470.0,1340.0,535.0,810.0,7680.0,3525.0,4155.0,450.0
3543031,    Employed,8715.0,1085.0,450.0,630.0,7220.0,3260.0,3955.0,410.0
3543031,    Unemployed,760.0,260.0,85.0,170.0,460.0,260.0,200.0,40.0
3543031,  Not in the labour force,6440.0,845.0,620.0,220.0,2020.0,475.0,1545.0,3575.0
3543031,Participation rate,59.5,61.3,46.1,79.0,79.2,88.1,72.9,11.2
3543031,Employment rate,54.8,49.7,38.8,61.5,74.4,81.5,69.4,10.2
3543031,Unemployment rate,8.0,19.4,15.9,21.0,6.0,7.4,4.8,8.9
3543042,Total - Labour force status,106960.0,19330.0,10225.0,9105.0,72970.0,37755.0,35215.0,14655.0
3543042,  In the labour force,74420.0,12355.0,4845.0,7510.0,60450.0,32800.0,27645.0,1620.0
3543042,    Employed,68280.0,9775.0,3575.0,6200.0,56960.0,30775.0,26185.0,1545.0
3543042,    Unemployed,6145.0,2585.0,1275.0,1310.0,3485.0,2025.0,1455.0,75.0
3543042,  Not in the labour force,32535.0,6975.0,5380.0,1595.0,12525.0,4955.0,7570.0,13040.0
3543042,Participation rate,69.6,63.9,47.4,82.5,82.8,86.9,78.5,11.1
3543042,Employment rate,63.8,50.6,35.0,68.1,78.1,81.5,74.4,10.5
3543042,Unemployment rate,8.3,20.9,26.3,17.4,5.8,6.2,5.3,4.6
3543050,Total - Labour force status,655.0,135.0,65.0,65.0,470.0,235.0,240.0,50.0
3543050,  In the labour force,365.0,45.0,10.0,35.0,310.0,165.0,145.0,0.0
3543050,    Employed,335.0,35.0,10.0,30.0,295.0,155.0,130.0,10.0
3543050,    Unemployed,25.0,10.0,0.0,10.0,20.0,0.0,10.0,0.0
3543050,  Not in the labour force,290.0,90.0,60.0,30.0,160.0,70.0,90.0,40.0
3543050,Participation rate,55.7,33.3,15.4,53.8,66.0,70.2,60.4,0.0
3543050,Employment rate,51.1,25.9,15.4,46.2,62.8,66.0,54.2,20.0
3543050,Unemployment rate,6.8,22.2,0.0,28.6,6.5,0.0,6.9,0.0
3543052,Total - Labour force status,24980.0,3945.0,1925.0,2020.0,15465.0,6640.0,8820.0,5575.0
3543052,  In the labour force,14925.0,2410.0,845.0,1565.0,11950.0,5575.0,6370.0,560.0
3543052,    Employed,13350.0,1845.0,550.0,1295.0,10970.0,5020.0,5950.0,535.0
3543052,    Unemployed,1570.0,565.0,300.0,265.0,980.0,560.0,420.0,30.0
3543052,  Not in the labour force,10055.0,1540.0,1080.0,455.0,3515.0,1070.0,2445.0,5010.0
3543052,Participation rate,59.7,61.1,43.9,77.5,77.3,84.0,72.2,10.0
3543052,Employment rate,53.4,46.8,28.6,64.1,70.9,75.6,67.5,9.6
3543052,Unemployment rate,10.5,23.4,35.5,16.9,8.2,10.0,6.6,5.4
