Geography,Labour Force Ac,Total - Age groups,  15-19 years,  20-24 years,  25-44 years,    25-29 years,    30-34 years,    35-44 years,  45-64 years,    45-54 years,    55-64 years,  65 years and over
35056,  In the labour force,95390.0,5660.0,8000.0,48710.0,9090.0,11115.0,28505.0,31235.0,22260.0,8975.0,1780.0
35056,    Employed,90895.0,5065.0,7020.0,46835.0,8555.0,10695.0,27590.0,30260.0,21580.0,8680.0,1715.0
35056,    Unemployed,4490.0,595.0,980.0,1870.0,535.0,420.0,915.0,980.0,680.0,295.0,70.0
35056,  Not in the labour force,41170.0,6620.0,2775.0,7405.0,1355.0,1710.0,4330.0,9975.0,4545.0,5425.0,14395.0
35056,Participation rate,69.9,46.1,74.2,86.8,87.0,86.7,86.8,75.8,83.0,62.3,11.0
35056,Employment rate,66.6,41.2,65.2,83.5,81.9,83.4,84.0,73.4,80.5,60.2,10.6
35056,Unemployment rate,4.7,10.5,12.2,3.8,5.9,3.8,3.2,3.1,3.1,3.3,3.9
35057,Total - Labour force activity,82780.0,7250.0,6295.0,28580.0,5205.0,5785.0,17585.0,27365.0,16400.0,10960.0,13295.0
35057,  In the labour force,57400.0,4205.0,5325.0,24775.0,4620.0,5070.0,15085.0,21480.0,14300.0,7180.0,1610.0
35057,    Employed,54655.0,3795.0,4580.0,23895.0,4370.0,4915.0,14610.0,20850.0,13875.0,6970.0,1530.0
35057,    Unemployed,2740.0,405.0,740.0,880.0,250.0,155.0,475.0,635.0,425.0,210.0,85.0
35057,  Not in the labour force,25380.0,3045.0,970.0,3800.0,580.0,720.0,2495.0,5880.0,2095.0,3780.0,11680.0
35057,Participation rate,69.3,58.0,84.6,86.7,88.8,87.6,85.8,78.5,87.2,65.5,12.1
35057,Employment rate,66.0,52.3,72.8,83.6,84.0,85.0,83.1,76.2,84.6,63.6,11.5
35057,Unemployment rate,4.8,9.6,13.9,3.6,5.4,3.1,3.1,3.0,3.0,2.9,5.3
35058,Total - Labour force activity,84555.0,6875.0,7310.0,33435.0,7290.0,7500.0,18645.0,24135.0,14630.0,9505.0,12800.0
35058,  In the labour force,56575.0,3815.0,6135.0,28930.0,6370.0,6380.0,16180.0,16945.0,12060.0,4895.0,745.0
35058,    Employed,52295.0,3100.0,5305.0,26925.0,5770.0,5995.0,15155.0,16265.0,11535.0,4730.0,690.0
35058,    Unemployed,4285.0,710.0,830.0,2005.0,595.0,390.0,1020.0,680.0,520.0,160.0,50.0
35058,  Not in the labour force,27985.0,3065.0,1175.0,4505.0,925.0,1120.0,2460.0,7185.0,2570.0,4615.0,12060.0
35058,Participation rate,66.9,55.5,83.9,86.5,87.4,85.1,86.8,70.2,82.4,51.5,5.8
35058,Employment rate,61.8,45.1,72.6,80.5,79.1,79.9,81.3,67.4,78.8,49.8,5.4
35058,Unemployment rate,7.6,18.6,13.5,6.9,9.3,6.1,6.3,4.0,4.3,3.3,6.7
35059,Total - Labour force activity,97340.0,5225.0,10185.0,42895.0,12985.0,11195.0,18720.0,25930.0,16695.0,9235.0,13105.0
35059,  In the labour force,69210.0,2660.0,8355.0,37625.0,11555.0,9730.0,16340.0,19485.0,13980.0,5505.0,1085.0
35059,    Employed,64500.0,2240.0,7180.0,35345.0,10815.0,9185.0,15350.0,18690.0,13395.0,5290.0,1045.0
35059,    Unemployed,4705.0,420.0,1180.0,2275.0,735.0,550.0,990.0,795.0,580.0,210.0,45.0
35059,  Not in the labour force,28135.0,2565.0,1825.0,5275.0,1430.0,1465.0,2375.0,6445.0,2715.0,3735.0,12020.0
35059,Participation rate,71.1,50.9,82.0,87.7,89.0,86.9,87.3,75.1,83.7,59.6,8.3
35059,Employment rate,66.3,42.9,70.5,82.4,83.3,82.0,82.0,72.1,80.2,57.3,8.0
35059,Unemployment rate,6.8,15.8,14.1,6.0,6.4,5.7,6.1,4.1,4.1,3.8,4.1
35060,Total - Labour force activity,93630.0,7710.0,8325.0,36680.0,8300.0,8815.0,19565.0,25700.0,15965.0,9735.0,15215.0
35060,  In the labour force,61265.0,3800.0,6710.0,30955.0,6835.0,7430.0,16685.0,18560.0,13375.0,5180.0,1240.0
35060,    Employed,56950.0,3140.0,5860.0,28920.0,6215.0,6900.0,15800.0,17815.0,12850.0,4965.0,1215.0
35060,    Unemployed,4315.0,660.0,850.0,2035.0,615.0,530.0,890.0,740.0,525.0,215.0,30.0
35060,  Not in the labour force,32365.0,3915.0,1610.0,5725.0,1470.0,1375.0,2880.0,7140.0,2590.0,4555.0,13975.0
35060,Participation rate,65.4,49.3,80.6,84.4,82.3,84.3,85.3,72.2,83.8,53.2,8.1
35060,Employment rate,60.8,40.7,70.4,78.8,74.9,78.3,80.8,69.3,80.5,51.0,8.0
35060,Unemployment rate,7.0,17.4,12.7,6.6,9.0,7.1,5.3,4.0,3.9,4.2,2.4
35061,Total - Labour force activity,87395.0,5795.0,9430.0,33865.0,9190.0,8015.0,16660.0,25420.0,14910.0,10510.0,12890.0
35061,  In the labour force,57565.0,2900.0,7705.0,28500.0,7970.0,6805.0,13720.0,17305.0,11890.0,5420.0,1155.0
35061,    Employed,53645.0,2380.0,6830.0,26740.0,7485.0,6355.0,12895.0,16605.0,11400.0,5205.0,1095.0
35061,    Unemployed,3915.0,520.0,870.0,1760.0,485.0,450.0,825.0,700.0,490.0,210.0,55.0
35061,  Not in the labour force,29830.0,2895.0,1725.0,5365.0,1220.0,1205.0,2940.0,8120.0,3020.0,5095.0,11735.0
35061,Participation rate,65.9,50.0,81.7,84.2,86.7,84.9,82.4,68.1,79.7,51.6,9.0
35061,Employment rate,61.4,41.1,72.4,79.0,81.4,79.3,77.4,65.3,76.5,49.5,8.5
35061,Unemployment rate,6.8,17.9,11.3,6.2,6.1,6.6,6.0,4.0,4.1,3.9,4.8
35062,Total - Labour force activity,91345.0,6240.0,7540.0,34550.0,8450.0,8375.0,17720.0,24630.0,14180.0,10450.0,18390.0
35062,  In the labour force,57040.0,3190.0,6190.0,29145.0,7110.0,7090.0,14950.0,17155.0,11720.0,5435.0,1365.0
35062,    Employed,53125.0,2780.0,5365.0,27295.0,6665.0,6580.0,14045.0,16395.0,11205.0,5190.0,1295.0
35062,    Unemployed,3920.0,410.0,825.0,1850.0,445.0,505.0,900.0,760.0,520.0,245.0,70.0
35062,  Not in the labour force,34310.0,3050.0,1350.0,5405.0,1345.0,1285.0,2775.0,7475.0,2465.0,5010.0,17030.0
35062,Participation rate,62.4,51.1,82.1,84.4,84.1,84.7,84.4,69.7,82.7,52.0,7.4
35062,Employment rate,58.2,44.6,71.2,79.0,78.9,78.6,79.3,66.6,79.0,49.7,7.0
35062,Unemployment rate,6.9,12.9,13.3,6.3,6.3,7.1,6.0,4.4,4.4,4.5,5.1
35063,Total - Labour force activity,77450.0,7275.0,5675.0,27855.0,5565.0,6065.0,16225.0,22725.0,13465.0,9260.0,13920.0
35063,  In the labour force,52915.0,4760.0,4800.0,24720.0,4975.0,5360.0,14385.0,17260.0,11715.0,5545.0,1380.0
35063,    Employed,49870.0,4150.0,4200.0,23465.0,4590.0,5055.0,13820.0,16690.0,11305.0,5395.0,1360.0
35063,    Unemployed,3040.0,610.0,600.0,1250.0,385.0,305.0,560.0,560.0,415.0,150.0,25.0
35063,  Not in the labour force,24540.0,2515.0,875.0,3135.0,590.0,700.0,1845.0,5470.0,1750.0,3720.0,12540.0
35063,Participation rate,68.3,65.4,84.6,88.7,89.4,88.4,88.7,76.0,87.0,59.9,9.9
35063,Employment rate,64.4,57.0,74.0,84.2,82.5,83.3,85.2,73.4,84.0,58.3,9.8
35063,Unemployment rate,5.7,12.8,12.5,5.1,7.7,5.7,3.9,3.2,3.5,2.7,1.8
35064,Total - Labour force activity,89450.0,4760.0,6475.0,42920.0,10355.0,11885.0,20680.0,23125.0,15010.0,8115.0,12180.0
35064,  In the labour force,62690.0,2110.0,4960.0,37290.0,8970.0,10400.0,17915.0,17340.0,12475.0,4870.0,995.0
35064,    Employed,58530.0,1795.0,4350.0,34890.0,8435.0,9720.0,16740.0,16560.0,11905.0,4655.0,940.0
35064,    Unemployed,4160.0,320.0,610.0,2395.0,540.0,680.0,1175.0,780.0,570.0,210.0,55.0
35064,  Not in the labour force,26760.0,2650.0,1515.0,5630.0,1385.0,1485.0,2765.0,5785.0,2535.0,3245.0,11185.0
35064,Participation rate,70.1,44.3,76.6,86.9,86.6,87.5,86.6,75.0,83.1,60.0,8.2
35064,Employment rate,65.4,37.7,67.2,81.3,81.5,81.8,80.9,71.6,79.3,57.4,7.7
35064,Unemployment rate,6.6,15.2,12.3,6.4,6.0,6.5,6.6,4.5,4.6,4.3,5.5
35065,Total - Labour force activity,69110.0,5485.0,3935.0,20675.0,3375.0,4405.0,12900.0,23715.0,12665.0,11050.0,15295.0
35065,  In the labour force,41295.0,3175.0,3270.0,17900.0,2990.0,3770.0,11140.0,15615.0,10290.0,5320.0,1330.0
35065,    Employed,39190.0,2845.0,2900.0,17175.0,2795.0,3635.0,10745.0,14990.0,9945.0,5040.0,1275.0
35065,    Unemployed,2105.0,325.0,365.0,725.0,195.0,140.0,395.0,625.0,340.0,285.0,55.0
35065,  Not in the labour force,27820.0,2315.0,665.0,2775.0,385.0,635.0,1755.0,8100.0,2380.0,5725.0,13960.0
35065,Participation rate,59.8,57.9,83.1,86.6,88.6,85.6,86.4,65.8,81.2,48.1,8.7
35065,Employment rate,56.7,51.9,73.7,83.1,82.8,82.5,83.3,63.2,78.5,45.6,8.3
35065,Unemployment rate,5.1,10.2,11.2,4.1,6.5,3.7,3.5,4.0,3.3,5.4,4.1
35066,Total - Labour force activity,75170.0,7420.0,5930.0,26645.0,5270.0,5795.0,15580.0,22840.0,13785.0,9050.0,12335.0
35066,  In the labour force,55005.0,5200.0,5275.0,24360.0,4770.0,5315.0,14270.0,18215.0,12190.0,6030.0,1955.0
35066,    Employed,53015.0,4765.0,4780.0,23620.0,4565.0,5070.0,13990.0,17925.0,12025.0,5900.0,1930.0
35066,    Unemployed,1985.0,435.0,500.0,735.0,205.0,250.0,275.0,285.0,160.0,130.0,25.0
35066,  Not in the labour force,20165.0,2225.0,655.0,2285.0,500.0,475.0,1310.0,4620.0,1600.0,3020.0,10385.0
35066,Participation rate,73.2,70.1,89.0,91.4,90.5,91.7,91.6,79.8,88.4,66.6,15.8
35066,Employment rate,70.5,64.2,80.6,88.6,86.6,87.5,89.8,78.5,87.2,65.2,15.6
35066,Unemployment rate,3.6,8.4,9.5,3.0,4.3,4.7,1.9,1.6,1.3,2.2,1.3
35067,Total - Labour force activity,90040.0,8070.0,6975.0,28085.0,5370.0,6070.0,16650.0,28105.0,16390.0,11715.0,18805.0
35067,  In the labour force,55235.0,4280.0,5795.0,24500.0,4705.0,5365.0,14435.0,19445.0,13620.0,5830.0,1210.0
35067,    Employed,51155.0,3425.0,4940.0,23035.0,4420.0,4990.0,13625.0,18580.0,13045.0,5540.0,1170.0
35067,    Unemployed,4085.0,850.0,860.0,1470.0,285.0,380.0,805.0,865.0,575.0,285.0,35.0
35067,  Not in the labour force,34800.0,3785.0,1175.0,3580.0,665.0,700.0,2220.0,8660.0,2770.0,5885.0,17600.0
35067,Participation rate,61.3,53.0,83.1,87.2,87.6,88.4,86.7,69.2,83.1,49.8,6.4
35067,Employment rate,56.8,42.4,70.8,82.0,82.3,82.2,81.8,66.1,79.6,47.3,6.2
35067,Unemployment rate,7.4,19.9,14.8,6.0,6.1,7.1,5.6,4.4,4.2,4.9,2.9
35068,Total - Labour force activity,103760.0,10765.0,7805.0,44180.0,6810.0,9740.0,27635.0,31340.0,20910.0,10430.0,9655.0
35068,  In the labour force,78750.0,5830.0,6640.0,39600.0,6220.0,8665.0,24715.0,25535.0,18705.0,6835.0,1135.0
35068,    Employed,74805.0,4980.0,5730.0,38085.0,5865.0,8270.0,23955.0,24925.0,18275.0,6650.0,1085.0
35068,    Unemployed,3940.0,850.0,910.0,1510.0,355.0,390.0,765.0,615.0,430.0,185.0,50.0
35068,  Not in the labour force,25010.0,4935.0,1165.0,4585.0,590.0,1075.0,2915.0,5805.0,2205.0,3595.0,8515.0
35068,Participation rate,75.9,54.2,85.1,89.6,91.3,89.0,89.4,81.5,89.5,65.5,11.8
35068,Employment rate,72.1,46.3,73.4,86.2,86.1,84.9,86.7,79.5,87.4,63.8,11.2
35068,Unemployment rate,5.0,14.6,13.7,3.8,5.7,4.5,3.1,2.4,2.3,2.7,4.4
35069,Total - Labour force activity,74535.0,6330.0,5320.0,24785.0,4545.0,5305.0,14935.0,23015.0,13130.0,9885.0,15080.0
35069,  In the labour force,46325.0,3590.0,4400.0,21490.0,3835.0,4600.0,13055.0,15665.0,10730.0,4930.0,1185.0
35069,    Employed,43120.0,3130.0,3660.0,20210.0,3505.0,4260.0,12440.0,14970.0,10275.0,4690.0,1150.0
35069,    Unemployed,3210.0,460.0,740.0,1280.0,325.0,340.0,620.0,695.0,455.0,240.0,35.0
35069,  Not in the labour force,28205.0,2745.0,925.0,3295.0,710.0,705.0,1880.0,7350.0,2400.0,4955.0,13895.0
35069,Participation rate,62.2,56.7,82.7,86.7,84.4,86.7,87.4,68.1,81.7,49.9,7.9
35069,Employment rate,57.9,49.4,68.8,81.5,77.1,80.3,83.3,65.0,78.3,47.4,7.6
35069,Unemployment rate,6.9,12.8,16.8,6.0,8.5,7.4,4.7,4.4,4.2,4.9,3.0
35070,Total - Labour force activity,76315.0,6515.0,4905.0,27190.0,5095.0,6025.0,16080.0,23390.0,13435.0,9950.0,14305.0
35070,  In the labour force,47495.0,3470.0,4215.0,23295.0,4270.0,5165.0,13860.0,15255.0,10720.0,4535.0,1260.0
35070,    Employed,44175.0,2905.0,3585.0,21950.0,3930.0,4890.0,13130.0,14510.0,10155.0,4350.0,1235.0
35070,    Unemployed,3320.0,565.0,630.0,1345.0,340.0,275.0,725.0,745.0,560.0,185.0,25.0
35070,  Not in the labour force,28815.0,3045.0,695.0,3900.0,820.0,860.0,2220.0,8135.0,2720.0,5415.0,13045.0
35070,Participation rate,62.2,53.3,85.9,85.7,83.8,85.7,86.2,65.2,79.8,45.6,8.8
35070,Employment rate,57.9,44.6,73.1,80.7,77.1,81.2,81.7,62.0,75.6,43.7,8.6
35070,Unemployment rate,7.0,16.3,14.9,5.8,8.0,5.3,5.2,4.9,5.2,4.1,2.0
35071,Total - Labour force activity,71020.0,6405.0,5335.0,23040.0,4550.0,4960.0,13525.0,22875.0,13705.0,9170.0,13375.0
35071,  In the labour force,44810.0,3810.0,4565.0,19885.0,4045.0,4285.0,11555.0,15655.0,11155.0,4495.0,885.0
35071,    Employed,41465.0,2990.0,3885.0,18650.0,3705.0,4050.0,10905.0,15080.0,10775.0,4300.0,860.0
35071,    Unemployed,3345.0,825.0,675.0,1235.0,340.0,245.0,655.0,575.0,385.0,195.0,25.0
35071,  Not in the labour force,26210.0,2590.0,770.0,3145.0,505.0,670.0,1970.0,7215.0,2545.0,4670.0,12490.0
35071,Participation rate,63.1,59.5,85.6,86.3,88.9,86.4,85.4,68.4,81.4,49.0,6.6
35071,Employment rate,58.4,46.7,72.8,80.9,81.4,81.7,80.6,65.9,78.6,46.9,6.4
35071,Unemployment rate,7.5,21.7,14.8,6.2,8.4,5.7,5.7,3.7,3.5,4.3,2.8
35072,Total - Labour force activity,60355.0,5255.0,4375.0,19490.0,3460.0,4020.0,12010.0,19675.0,11375.0,8300.0,11560.0
35072,  In the labour force,35870.0,2615.0,3405.0,16595.0,2910.0,3355.0,10335.0,12580.0,9065.0,3520.0,675.0
35072,    Employed,32470.0,2030.0,2580.0,15325.0,2585.0,3035.0,9705.0,11915.0,8580.0,3330.0,625.0
35072,    Unemployed,3395.0,585.0,825.0,1270.0,320.0,315.0,630.0,670.0,480.0,190.0,45.0
35072,  Not in the labour force,24485.0,2645.0,965.0,2895.0,550.0,665.0,1675.0,7100.0,2315.0,4785.0,10885.0
35072,Participation rate,59.4,49.8,77.8,85.1,84.1,83.5,86.1,63.9,79.7,42.4,5.8
35072,Employment rate,53.8,38.6,59.0,78.6,74.7,75.5,80.8,60.6,75.4,40.1,5.4
35072,Unemployment rate,9.5,22.4,24.2,7.7,11.0,9.4,6.1,5.3,5.3,5.4,6.7
35073,Total - Labour force activity,94285.0,7410.0,7750.0,34890.0,7995.0,8560.0,18330.0,27435.0,16020.0,11410.0,16800.0
35073,  In the labour force,57310.0,2600.0,5495.0,28485.0,6485.0,7045.0,14955.0,19400.0,12960.0,6445.0,1330.0
35073,    Employed,52555.0,2130.0,4690.0,26085.0,5780.0,6380.0,13925.0,18395.0,12280.0,6115.0,1255.0
35073,    Unemployed,4760.0,465.0,805.0,2400.0,710.0,665.0,1035.0,1005.0,680.0,325.0,75.0
35073,  Not in the labour force,36980.0,4810.0,2260.0,6405.0,1510.0,1520.0,3375.0,8030.0,3065.0,4965.0,15470.0
35073,Participation rate,60.8,35.1,70.9,81.6,81.1,82.3,81.6,70.7,80.9,56.5,7.9
35073,Employment rate,55.7,28.7,60.5,74.8,72.3,74.5,76.0,67.0,76.7,53.6,7.5
35073,Unemployment rate,8.3,17.9,14.6,8.4,10.9,9.4,6.9,5.2,5.2,5.0,5.6
35074,Total - Labour force activity,97985.0,7070.0,7660.0,39285.0,8610.0,9905.0,20775.0,26565.0,15485.0,11085.0,17405.0
35074,  In the labour force,60960.0,2970.0,5780.0,32425.0,7090.0,7900.0,17435.0,18725.0,12725.0,6005.0,1060.0
35074,    Employed,56210.0,2505.0,5125.0,29880.0,6440.0,7300.0,16140.0,17715.0,12070.0,5650.0,990.0
35074,    Unemployed,4750.0,470.0,650.0,2545.0,655.0,595.0,1295.0,1015.0,655.0,360.0,70.0
35074,  Not in the labour force,37025.0,4100.0,1885.0,6860.0,1515.0,2005.0,3340.0,7835.0,2755.0,5080.0,16345.0
35074,Participation rate,62.2,42.0,75.5,82.5,82.3,79.8,83.9,70.5,82.2,54.2,6.1
35074,Employment rate,57.4,35.4,66.9,76.1,74.8,73.7,77.7,66.7,77.9,51.0,5.7
35074,Unemployment rate,7.8,15.8,11.2,7.8,9.2,7.5,7.4,5.4,5.1,6.0,6.6
35075,Total - Labour force activity,90540.0,8355.0,8145.0,33335.0,7325.0,7680.0,18330.0,28595.0,16975.0,11620.0,12105.0
35075,  In the labour force,61105.0,3595.0,6395.0,28090.0,6165.0,6220.0,15710.0,21800.0,14705.0,7095.0,1220.0
35075,    Employed,56810.0,3075.0,5445.0,26235.0,5745.0,5710.0,14785.0,20900.0,14040.0,6855.0,1150.0
35075,    Unemployed,4300.0,520.0,955.0,1855.0,415.0,510.0,930.0,900.0,665.0,240.0,70.0
35075,  Not in the labour force,29435.0,4760.0,1750.0,5245.0,1165.0,1460.0,2615.0,6800.0,2275.0,4520.0,10885.0
35075,Participation rate,67.5,43.0,78.5,84.3,84.2,81.0,85.7,76.2,86.6,61.1,10.1
35075,Employment rate,62.7,36.8,66.9,78.7,78.4,74.3,80.7,73.1,82.7,59.0,9.5
35075,Unemployment rate,7.0,14.5,14.9,6.6,6.7,8.2,5.9,4.1,4.5,3.4,5.7
35076,Total - Labour force activity,100850.0,9435.0,9685.0,39770.0,8945.0,9105.0,21720.0,30300.0,18875.0,11425.0,11660.0
35076,  In the labour force,66215.0,3290.0,6685.0,32890.0,7290.0,7465.0,18130.0,22355.0,15690.0,6660.0,995.0
35076,    Employed,61210.0,2710.0,5745.0,30640.0,6755.0,6770.0,17120.0,21185.0,14895.0,6285.0,930.0
35076,    Unemployed,5005.0,580.0,950.0,2245.0,535.0,695.0,1015.0,1170.0,800.0,375.0,65.0
35076,  Not in the labour force,34640.0,6145.0,2995.0,6885.0,1655.0,1640.0,3590.0,7940.0,3180.0,4765.0,10670.0
35076,Participation rate,65.7,34.9,69.0,82.7,81.5,82.0,83.5,73.8,83.1,58.3,8.5
35076,Employment rate,60.7,28.7,59.3,77.0,75.5,74.4,78.8,69.9,78.9,55.0,8.0
35076,Unemployment rate,7.6,17.6,14.2,6.8,7.3,9.3,5.6,5.2,5.1,5.6,6.5
35077,Total - Labour force activity,89575.0,6605.0,6505.0,37125.0,7225.0,9140.0,20760.0,25035.0,15785.0,9255.0,14305.0
35077,  In the labour force,57615.0,2815.0,4920.0,30765.0,5820.0,7490.0,17455.0,18150.0,13010.0,5135.0,970.0
35077,    Employed,52955.0,2340.0,4185.0,28435.0,5285.0,6885.0,16260.0,17080.0,12235.0,4845.0,920.0
35077,    Unemployed,4660.0,470.0,730.0,2325.0,535.0,605.0,1190.0,1075.0,775.0,295.0,55.0
35077,  Not in the labour force,31960.0,3795.0,1585.0,6360.0,1405.0,1650.0,3305.0,6885.0,2770.0,4115.0,13330.0
35077,Participation rate,64.3,42.6,75.6,82.9,80.6,81.9,84.1,72.5,82.4,55.5,6.8
35077,Employment rate,59.1,35.4,64.3,76.6,73.1,75.3,78.3,68.2,77.5,52.4,6.4
35077,Unemployment rate,8.1,16.7,14.8,7.6,9.2,8.1,6.8,5.9,6.0,5.7,5.7
35078,Total - Labour force activity,96600.0,8515.0,5975.0,35540.0,5900.0,7765.0,21880.0,29995.0,17280.0,12720.0,16575.0
35078,  In the labour force,64790.0,5045.0,5070.0,31350.0,5125.0,6945.0,19275.0,21535.0,14770.0,6765.0,1790.0
35078,    Employed,61855.0,4490.0,4560.0,30215.0,4845.0,6715.0,18655.0,20860.0,14375.0,6485.0,1730.0
35078,    Unemployed,2935.0,560.0,515.0,1135.0,280.0,235.0,625.0,675.0,395.0,275.0,55.0
35078,  Not in the labour force,31810.0,3465.0,905.0,4190.0,770.0,815.0,2605.0,8460.0,2510.0,5950.0,14785.0
35078,Participation rate,67.1,59.2,84.9,88.2,86.9,89.4,88.1,71.8,85.5,53.2,10.8
35078,Employment rate,64.0,52.7,76.3,85.0,82.1,86.5,85.3,69.5,83.2,51.0,10.4
35078,Unemployment rate,4.5,11.1,10.2,3.6,5.5,3.4,3.2,3.1,2.7,4.1,3.1
35079,Total - Labour force activity,89095.0,7440.0,5665.0,29515.0,5340.0,6240.0,17935.0,28870.0,16440.0,12430.0,17605.0
35079,  In the labour force,55740.0,4185.0,4760.0,25755.0,4765.0,5525.0,15470.0,19630.0,13270.0,6360.0,1400.0
35079,    Employed,52270.0,3615.0,4235.0,24390.0,4380.0,5255.0,14760.0,18720.0,12690.0,6035.0,1310.0
35079,    Unemployed,3465.0,570.0,530.0,1370.0,385.0,270.0,715.0,910.0,585.0,325.0,90.0
35079,  Not in the labour force,33355.0,3255.0,900.0,3755.0,570.0,715.0,2465.0,9235.0,3170.0,6070.0,16210.0
35079,Participation rate,62.6,56.2,84.0,87.3,89.2,88.5,86.3,68.0,80.7,51.2,8.0
35079,Employment rate,58.7,48.6,74.8,82.6,82.0,84.2,82.3,64.8,77.2,48.6,7.4
35079,Unemployment rate,6.2,13.6,11.1,5.3,8.1,4.9,4.6,4.6,4.4,5.1,6.4
35080,Total - Labour force activity,84045.0,6480.0,6530.0,28125.0,6300.0,6435.0,15385.0,25995.0,14670.0,11320.0,16925.0
35080,  In the labour force,52550.0,4015.0,5500.0,24160.0,5410.0,5550.0,13205.0,17805.0,12095.0,5705.0,1065.0
35080,    Employed,49220.0,3365.0,4875.0,22965.0,5100.0,5245.0,12625.0,17000.0,11535.0,5465.0,1010.0
35080,    Unemployed,3330.0,655.0,625.0,1195.0,310.0,305.0,580.0,800.0,560.0,240.0,55.0
35080,  Not in the labour force,31495.0,2460.0,1025.0,3960.0,895.0,885.0,2175.0,8190.0,2580.0,5615.0,15860.0
35080,Participation rate,62.5,62.0,84.2,85.9,85.9,86.2,85.8,68.5,82.4,50.4,6.3
35080,Employment rate,58.6,51.9,74.7,81.7,81.0,81.5,82.1,65.4,78.6,48.3,6.0
35080,Unemployment rate,6.3,16.3,11.4,4.9,5.7,5.5,4.4,4.5,4.6,4.2,5.2
35081,Total - Labour force activity,93540.0,4505.0,6350.0,42240.0,11600.0,11970.0,18670.0,25315.0,15350.0,9965.0,15130.0
35081,  In the labour force,67265.0,1730.0,4985.0,37860.0,10495.0,10790.0,16575.0,20100.0,13340.0,6760.0,2590.0
35081,    Employed,63670.0,1445.0,4415.0,35795.0,9870.0,10255.0,15670.0,19525.0,13005.0,6520.0,2495.0
35081,    Unemployed,3595.0,290.0,575.0,2065.0,625.0,540.0,905.0,580.0,335.0,240.0,90.0
35081,  Not in the labour force,26280.0,2770.0,1365.0,4380.0,1105.0,1180.0,2095.0,5215.0,2015.0,3205.0,12545.0
35081,Participation rate,71.9,38.4,78.5,89.6,90.5,90.1,88.8,79.4,86.9,67.8,17.1
35081,Employment rate,68.1,32.1,69.5,84.7,85.1,85.7,83.9,77.1,84.7,65.4,16.5
35081,Unemployment rate,5.3,16.8,11.5,5.5,6.0,5.0,5.5,2.9,2.5,3.6,3.5
35082,Total - Labour force activity,87755.0,7670.0,6585.0,30985.0,5960.0,7000.0,18025.0,28145.0,16600.0,11545.0,14375.0
35082,  In the labour force,58445.0,4445.0,5545.0,27085.0,5220.0,6050.0,15815.0,20340.0,14055.0,6285.0,1025.0
35082,    Employed,55410.0,3865.0,4960.0,25880.0,4870.0,5755.0,15260.0,19725.0,13615.0,6110.0,985.0
35082,    Unemployed,3035.0,580.0,580.0,1205.0,355.0,295.0,560.0,615.0,440.0,180.0,40.0
35082,  Not in the labour force,29315.0,3225.0,1035.0,3900.0,735.0,950.0,2210.0,7805.0,2540.0,5260.0,13345.0
35082,Participation rate,66.6,58.0,84.2,87.4,87.6,86.4,87.7,72.3,84.7,54.4,7.1
35082,Employment rate,63.1,50.4,75.3,83.5,81.7,82.2,84.7,70.1,82.0,52.9,6.9
35082,Unemployment rate,5.2,13.0,10.5,4.4,6.8,4.9,3.5,3.0,3.1,2.9,3.9
35083,Total - Labour force activity,74025.0,6620.0,4755.0,25505.0,4555.0,5320.0,15635.0,23820.0,13995.0,9835.0,13320.0
35083,  In the labour force,46445.0,3530.0,3890.0,21870.0,3895.0,4640.0,13335.0,16170.0,11305.0,4865.0,985.0
35083,    Employed,43545.0,3070.0,3355.0,20630.0,3600.0,4355.0,12675.0,15540.0,10845.0,4700.0,950.0
35083,    Unemployed,2895.0,460.0,535.0,1245.0,300.0,285.0,660.0,625.0,460.0,170.0,30.0
35083,  Not in the labour force,27585.0,3090.0,865.0,3635.0,660.0,680.0,2300.0,7655.0,2690.0,4965.0,12340.0
35083,Participation rate,62.7,53.3,81.8,85.7,85.5,87.2,85.3,67.9,80.8,49.5,7.4
35083,Employment rate,58.8,46.4,70.6,80.9,79.0,81.9,81.1,65.2,77.5,47.8,7.1
35083,Unemployment rate,6.2,13.0,13.8,5.7,7.7,6.1,4.9,3.9,4.1,3.5,3.0
35084,Total - Labour force activity,65105.0,5075.0,5850.0,21415.0,4840.0,4760.0,11825.0,20215.0,11700.0,8515.0,12550.0
35084,  In the labour force,39030.0,2725.0,4865.0,18285.0,4165.0,4090.0,10030.0,12505.0,9195.0,3310.0,650.0
35084,    Employed,35230.0,2250.0,3980.0,16600.0,3705.0,3655.0,9235.0,11785.0,8660.0,3125.0,620.0
35084,    Unemployed,3795.0,475.0,880.0,1690.0,455.0,440.0,800.0,720.0,535.0,180.0,25.0
35084,  Not in the labour force,26075.0,2350.0,985.0,3130.0,675.0,670.0,1795.0,7710.0,2505.0,5210.0,11895.0
35084,Participation rate,59.9,53.7,83.2,85.4,86.1,85.9,84.8,61.9,78.6,38.9,5.2
35084,Employment rate,54.1,44.3,68.0,77.5,76.5,76.8,78.1,58.3,74.0,36.7,4.9
35084,Unemployment rate,9.7,17.4,18.1,9.2,10.9,10.8,8.0,5.8,5.8,5.4,3.8
35085,Total - Labour force activity,93795.0,9890.0,8535.0,31820.0,6465.0,6630.0,18730.0,31935.0,20940.0,10995.0,11620.0
