Geography,Labour force ac,Total - Age groups,  15 to 24 years,  25 to 54 years,    25 to 34 years,    35 to 44 years,    45 to 54 years,  55 to 64 years,  65 to 74 years,  75 years and over
2479047,Total - Labour force activity,860.0,65.0,320.0,45.0,120.0,155.0,215.0,170.0,85.0
2479047,  In the labour force,410.0,30.0,275.0,45.0,100.0,130.0,100.0,0.0,0.0
2479047,    Employed,380.0,25.0,260.0,35.0,95.0,130.0,95.0,10.0,0.0
2479047,    Unemployed,25.0,0.0,15.0,10.0,10.0,0.0,10.0,0.0,0.0
2479047,  Not in the labour force,445.0,35.0,45.0,0.0,20.0,20.0,110.0,165.0,80.0
2479047,Participation rate,47.7,46.2,85.9,100.0,83.3,83.9,46.5,0.0,0.0
2479047,Employment rate,44.2,38.5,81.2,77.8,79.2,83.9,44.2,5.9,0.0
2479047,Unemployment rate,6.1,0.0,5.5,22.2,10.0,0.0,10.0,0.0,0.0
2479050,Total - Labour force activity,775.0,120.0,280.0,35.0,90.0,155.0,210.0,130.0,35.0
2479050,  In the labour force,335.0,55.0,205.0,25.0,85.0,95.0,60.0,15.0,0.0
2479050,    Employed,265.0,40.0,160.0,20.0,60.0,80.0,55.0,10.0,10.0
2479050,    Unemployed,65.0,15.0,45.0,10.0,20.0,15.0,0.0,0.0,0.0
2479050,  Not in the labour force,435.0,65.0,75.0,15.0,0.0,55.0,150.0,120.0,30.0
2479050,Participation rate,43.2,45.8,73.2,71.4,94.4,61.3,28.6,11.5,0.0
2479050,Employment rate,34.2,33.3,57.1,57.1,66.7,51.6,26.2,7.7,28.6
2479050,Unemployment rate,19.4,27.3,22.0,40.0,23.5,15.8,0.0,0.0,0.0
2479060,Total - Labour force activity,445.0,35.0,175.0,45.0,40.0,100.0,130.0,70.0,30.0
2479060,  In the labour force,205.0,10.0,120.0,15.0,35.0,65.0,70.0,0.0,0.0
2479060,    Employed,190.0,0.0,125.0,20.0,40.0,70.0,65.0,10.0,0.0
2479060,    Unemployed,15.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
2479060,  Not in the labour force,235.0,25.0,60.0,30.0,0.0,30.0,55.0,65.0,30.0
2479060,Participation rate,46.1,28.6,68.6,33.3,87.5,65.0,53.8,0.0,0.0
2479060,Employment rate,42.7,0.0,71.4,44.4,100.0,70.0,50.0,14.3,0.0
2479060,Unemployment rate,7.3,0.0,0.0,0.0,0.0,0.0,14.3,0.0,0.0
2479065,Total - Labour force activity,810.0,60.0,335.0,120.0,95.0,120.0,215.0,130.0,70.0
2479065,  In the labour force,405.0,50.0,275.0,100.0,85.0,90.0,70.0,0.0,0.0
2479065,    Employed,345.0,40.0,235.0,90.0,70.0,70.0,65.0,10.0,0.0
2479065,    Unemployed,60.0,15.0,40.0,0.0,15.0,15.0,10.0,0.0,0.0
2479065,  Not in the labour force,405.0,10.0,55.0,20.0,10.0,25.0,145.0,120.0,70.0
2479065,Participation rate,50.0,83.3,82.1,83.3,89.5,75.0,32.6,0.0,0.0
2479065,Employment rate,42.6,66.7,70.1,75.0,73.7,58.3,30.2,7.7,0.0
2479065,Unemployment rate,14.8,30.0,14.5,0.0,17.6,16.7,14.3,0.0,0.0
2479078,Total - Labour force activity,2405.0,365.0,1215.0,335.0,350.0,525.0,430.0,255.0,145.0
2479078,  In the labour force,1450.0,245.0,1005.0,285.0,280.0,445.0,195.0,0.0,0.0
2479078,    Employed,1290.0,185.0,925.0,260.0,265.0,400.0,175.0,0.0,0.0
2479078,    Unemployed,160.0,65.0,80.0,20.0,15.0,40.0,15.0,0.0,0.0
2479078,  Not in the labour force,955.0,120.0,205.0,50.0,70.0,85.0,240.0,255.0,140.0
2479078,Participation rate,60.3,67.1,82.7,85.1,80.0,84.8,45.3,0.0,0.0
2479078,Employment rate,53.6,50.7,76.1,77.6,75.7,76.2,40.7,0.0,0.0
2479078,Unemployment rate,11.0,26.5,8.0,7.0,5.4,9.0,7.7,0.0,0.0
2479088,Total - Labour force activity,10925.0,1625.0,5750.0,1500.0,1860.0,2385.0,1815.0,1025.0,705.0
2479088,  In the labour force,6665.0,905.0,4800.0,1310.0,1635.0,1860.0,880.0,75.0,0.0
2479088,    Employed,6040.0,790.0,4405.0,1180.0,1550.0,1675.0,770.0,70.0,0.0
2479088,    Unemployed,625.0,110.0,400.0,135.0,80.0,185.0,115.0,0.0,0.0
2479088,  Not in the labour force,4255.0,720.0,945.0,190.0,230.0,525.0,930.0,955.0,700.0
2479088,Participation rate,61.0,55.7,83.5,87.3,87.9,78.0,48.5,7.3,0.0
2479088,Employment rate,55.3,48.6,76.6,78.7,83.3,70.2,42.4,6.8,0.0
2479088,Unemployment rate,9.4,12.2,8.3,10.3,4.9,9.9,13.1,0.0,0.0
2479097,Total - Labour force activity,2460.0,380.0,1235.0,285.0,435.0,515.0,440.0,230.0,170.0
2479097,  In the labour force,1405.0,200.0,1000.0,220.0,365.0,410.0,170.0,25.0,0.0
2479097,    Employed,1205.0,145.0,870.0,185.0,325.0,365.0,155.0,25.0,10.0
2479097,    Unemployed,200.0,60.0,130.0,40.0,40.0,50.0,15.0,0.0,0.0
2479097,  Not in the labour force,1055.0,185.0,235.0,60.0,65.0,105.0,270.0,205.0,160.0
2479097,Participation rate,57.1,52.6,81.0,77.2,83.9,79.6,38.6,10.9,0.0
2479097,Employment rate,49.0,38.2,70.4,64.9,74.7,70.9,35.2,10.9,5.9
2479097,Unemployment rate,14.2,30.0,13.0,18.2,11.0,12.2,8.8,0.0,0.0
2479105,Total - Labour force activity,460.0,50.0,215.0,30.0,65.0,130.0,95.0,75.0,20.0
2479105,  In the labour force,210.0,10.0,160.0,25.0,35.0,95.0,35.0,10.0,0.0
2479105,    Employed,195.0,10.0,150.0,25.0,30.0,95.0,30.0,0.0,0.0
2479105,    Unemployed,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
2479105,  Not in the labour force,250.0,45.0,55.0,0.0,25.0,30.0,65.0,65.0,20.0
2479105,Participation rate,45.7,20.0,74.4,83.3,53.8,73.1,36.8,13.3,0.0
2479105,Employment rate,42.4,20.0,69.8,83.3,46.2,73.1,31.6,0.0,0.0
2479105,Unemployment rate,7.1,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0
2479110,Total - Labour force activity,515.0,70.0,280.0,40.0,90.0,150.0,95.0,35.0,30.0
2479110,  In the labour force,305.0,45.0,215.0,25.0,70.0,120.0,45.0,0.0,0.0
2479110,    Employed,220.0,10.0,185.0,25.0,60.0,95.0,30.0,0.0,0.0
2479110,    Unemployed,90.0,40.0,35.0,0.0,10.0,20.0,20.0,0.0,0.0
2479110,  Not in the labour force,210.0,30.0,65.0,20.0,20.0,30.0,45.0,40.0,30.0
2479110,Participation rate,59.2,64.3,76.8,62.5,77.8,80.0,47.4,0.0,0.0
2479110,Employment rate,42.7,14.3,66.1,62.5,66.7,63.3,31.6,0.0,0.0
2479110,Unemployment rate,29.5,88.9,16.3,0.0,14.3,16.7,44.4,0.0,0.0
2479115,Total - Labour force activity,505.0,35.0,240.0,50.0,75.0,110.0,115.0,85.0,35.0
2479115,  In the labour force,215.0,10.0,180.0,45.0,60.0,75.0,25.0,0.0,0.0
2479115,    Employed,175.0,0.0,155.0,35.0,55.0,55.0,20.0,0.0,0.0
2479115,    Unemployed,35.0,0.0,30.0,0.0,0.0,15.0,10.0,0.0,0.0
2479115,  Not in the labour force,290.0,30.0,60.0,10.0,15.0,35.0,85.0,85.0,35.0
2479115,Participation rate,42.6,28.6,75.0,90.0,80.0,68.2,21.7,0.0,0.0
2479115,Employment rate,34.7,0.0,64.6,70.0,73.3,50.0,17.4,0.0,0.0
2479115,Unemployment rate,16.3,0.0,16.7,0.0,0.0,20.0,40.0,0.0,0.0
2480,Total - Labour force activity,18450.0,2280.0,8555.0,1820.0,2895.0,3840.0,3770.0,2375.0,1470.0
2480,  In the labour force,10335.0,1325.0,7000.0,1470.0,2420.0,3105.0,1695.0,240.0,75.0
2480,    Employed,9420.0,1130.0,6435.0,1330.0,2260.0,2840.0,1565.0,215.0,75.0
2480,    Unemployed,915.0,195.0,565.0,135.0,160.0,265.0,135.0,25.0,0.0
2480,  Not in the labour force,8110.0,955.0,1555.0,350.0,475.0,735.0,2075.0,2135.0,1390.0
2480,Participation rate,56.0,58.1,81.8,80.8,83.6,80.9,45.0,10.1,5.1
2480,Employment rate,51.1,49.6,75.2,73.1,78.1,74.0,41.5,9.1,5.1
2480,Unemployment rate,8.9,14.7,8.1,9.2,6.6,8.5,8.0,10.4,0.0
2480005,Total - Labour force activity,425.0,45.0,200.0,20.0,80.0,100.0,90.0,45.0,40.0
2480005,  In the labour force,255.0,30.0,175.0,25.0,75.0,75.0,50.0,0.0,0.0
2480005,    Employed,240.0,15.0,170.0,20.0,75.0,70.0,50.0,0.0,0.0
2480005,    Unemployed,15.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0
2480005,  Not in the labour force,165.0,10.0,25.0,0.0,10.0,20.0,45.0,45.0,40.0
2480005,Participation rate,60.0,66.7,87.5,100.0,93.8,75.0,55.6,0.0,0.0
2480005,Employment rate,56.5,33.3,85.0,100.0,93.8,70.0,55.6,0.0,0.0
2480005,Unemployment rate,5.9,33.3,5.7,0.0,0.0,13.3,0.0,0.0,0.0
2480010,Total - Labour force activity,865.0,105.0,360.0,80.0,110.0,170.0,160.0,115.0,120.0
2480010,  In the labour force,530.0,85.0,315.0,70.0,105.0,140.0,110.0,15.0,0.0
2480010,    Employed,490.0,65.0,305.0,70.0,100.0,135.0,100.0,15.0,0.0
2480010,    Unemployed,35.0,20.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0
2480010,  Not in the labour force,330.0,20.0,50.0,10.0,10.0,35.0,50.0,95.0,120.0
2480010,Participation rate,61.3,81.0,87.5,87.5,95.5,82.4,68.8,13.0,0.0
2480010,Employment rate,56.6,61.9,84.7,87.5,90.9,79.4,62.5,13.0,0.0
2480010,Unemployment rate,6.6,23.5,3.2,0.0,0.0,0.0,9.1,0.0,0.0
2480015,Total - Labour force activity,245.0,40.0,90.0,20.0,35.0,35.0,65.0,35.0,10.0
2480015,  In the labour force,155.0,20.0,80.0,0.0,40.0,35.0,35.0,15.0,0.0
2480015,    Employed,145.0,15.0,85.0,10.0,35.0,35.0,35.0,10.0,0.0
2480015,    Unemployed,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2480015,  Not in the labour force,90.0,15.0,10.0,10.0,0.0,0.0,30.0,25.0,10.0
2480015,Participation rate,63.3,50.0,88.9,0.0,100.0,100.0,53.8,42.9,0.0
2480015,Employment rate,59.2,37.5,94.4,0.0,100.0,100.0,53.8,28.6,0.0
2480015,Unemployment rate,6.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2480020,Total - Labour force activity,605.0,70.0,285.0,30.0,105.0,145.0,125.0,75.0,50.0
2480020,  In the labour force,305.0,10.0,215.0,25.0,75.0,120.0,50.0,10.0,15.0
2480020,    Employed,265.0,15.0,195.0,25.0,70.0,105.0,35.0,0.0,15.0
2480020,    Unemployed,45.0,0.0,20.0,0.0,0.0,15.0,15.0,10.0,0.0
2480020,  Not in the labour force,300.0,55.0,70.0,10.0,35.0,25.0,70.0,65.0,35.0
2480020,Participation rate,50.4,14.3,75.4,83.3,71.4,82.8,40.0,13.3,30.0
2480020,Employment rate,43.8,21.4,68.4,83.3,66.7,72.4,28.0,0.0,30.0
2480020,Unemployment rate,14.8,0.0,9.3,0.0,0.0,12.5,30.0,100.0,0.0
2480027,Total - Labour force activity,2690.0,375.0,1365.0,315.0,515.0,540.0,495.0,280.0,170.0
2480027,  In the labour force,1695.0,225.0,1170.0,295.0,445.0,425.0,255.0,35.0,0.0
2480027,    Employed,1550.0,185.0,1080.0,265.0,410.0,400.0,250.0,30.0,10.0
2480027,    Unemployed,145.0,45.0,90.0,35.0,35.0,25.0,0.0,0.0,0.0
2480027,  Not in the labour force,995.0,150.0,195.0,15.0,70.0,110.0,240.0,245.0,165.0
2480027,Participation rate,63.0,60.0,85.7,93.7,86.4,78.7,51.5,12.5,0.0
2480027,Employment rate,57.6,49.3,79.1,84.1,79.6,74.1,50.5,10.7,5.9
2480027,Unemployment rate,8.6,20.0,7.7,11.9,7.9,5.9,0.0,0.0,0.0
2480037,Total - Labour force activity,1845.0,285.0,885.0,190.0,300.0,395.0,325.0,205.0,135.0
2480037,  In the labour force,1180.0,175.0,745.0,145.0,275.0,325.0,210.0,25.0,25.0
2480037,    Employed,1115.0,170.0,700.0,130.0,270.0,295.0,200.0,25.0,20.0
2480037,    Unemployed,65.0,0.0,50.0,15.0,10.0,25.0,15.0,0.0,0.0
2480037,  Not in the labour force,665.0,110.0,140.0,45.0,25.0,70.0,115.0,180.0,120.0
2480037,Participation rate,64.0,61.4,84.2,76.3,91.7,82.3,64.6,12.2,18.5
2480037,Employment rate,60.4,59.6,79.1,68.4,90.0,74.7,61.5,12.2,14.8
2480037,Unemployment rate,5.5,0.0,6.7,10.3,3.6,7.7,7.1,0.0,0.0
2480045,Total - Labour force activity,880.0,130.0,415.0,85.0,125.0,200.0,165.0,95.0,70.0
2480045,  In the labour force,530.0,100.0,360.0,60.0,100.0,195.0,65.0,0.0,0.0
2480045,    Employed,515.0,95.0,355.0,60.0,105.0,185.0,65.0,0.0,0.0
2480045,    Unemployed,15.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0
2480045,  Not in the labour force,355.0,30.0,50.0,20.0,25.0,10.0,100.0,100.0,70.0
2480045,Participation rate,60.2,76.9,86.7,70.6,80.0,97.5,39.4,0.0,0.0
2480045,Employment rate,58.5,73.1,85.5,70.6,84.0,92.5,39.4,0.0,0.0
2480045,Unemployment rate,2.8,0.0,2.8,0.0,0.0,5.1,0.0,0.0,0.0
2480050,Total - Labour force activity,1940.0,320.0,945.0,285.0,275.0,390.0,255.0,215.0,205.0
2480050,  In the labour force,1035.0,190.0,730.0,205.0,225.0,300.0,100.0,10.0,0.0
2480050,    Employed,905.0,160.0,645.0,170.0,210.0,265.0,85.0,10.0,0.0
2480050,    Unemployed,130.0,30.0,85.0,35.0,10.0,30.0,15.0,0.0,0.0
2480050,  Not in the labour force,905.0,125.0,215.0,75.0,45.0,90.0,155.0,200.0,200.0
2480050,Participation rate,53.4,59.4,77.2,71.9,81.8,76.9,39.2,4.7,0.0
2480050,Employment rate,46.6,50.0,68.3,59.6,76.4,67.9,33.3,4.7,0.0
2480050,Unemployment rate,12.6,15.8,11.6,17.1,4.4,10.0,15.0,0.0,0.0
2480055,Total - Labour force activity,355.0,40.0,235.0,60.0,70.0,105.0,30.0,35.0,0.0
2480055,  In the labour force,255.0,15.0,220.0,40.0,70.0,105.0,15.0,0.0,0.0
2480055,    Employed,245.0,15.0,210.0,40.0,65.0,100.0,15.0,0.0,0.0
2480055,    Unemployed,10.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0
2480055,  Not in the labour force,100.0,30.0,15.0,15.0,0.0,0.0,10.0,40.0,0.0
2480055,Participation rate,71.8,37.5,93.6,66.7,100.0,100.0,50.0,0.0,0.0
2480055,Employment rate,69.0,37.5,89.4,66.7,92.9,95.2,50.0,0.0,0.0
2480055,Unemployment rate,3.9,0.0,4.5,0.0,0.0,9.5,0.0,0.0,0.0
2480060,Total - Labour force activity,430.0,75.0,220.0,15.0,90.0,115.0,65.0,45.0,15.0
2480060,  In the labour force,295.0,60.0,185.0,10.0,85.0,95.0,35.0,10.0,0.0
2480060,    Employed,270.0,55.0,175.0,0.0,85.0,80.0,30.0,10.0,0.0
2480060,    Unemployed,25.0,10.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0
2480060,  Not in the labour force,130.0,20.0,30.0,10.0,0.0,20.0,30.0,30.0,15.0
2480060,Participation rate,68.6,80.0,84.1,0.0,94.4,82.6,53.8,22.2,0.0
2480060,Employment rate,62.8,73.3,79.5,0.0,94.4,69.6,46.2,22.2,0.0
2480060,Unemployment rate,8.5,16.7,8.1,0.0,0.0,15.8,0.0,0.0,0.0
2480065,Total - Labour force activity,455.0,60.0,245.0,75.0,70.0,100.0,85.0,25.0,30.0
2480065,  In the labour force,345.0,50.0,235.0,75.0,70.0,85.0,60.0,0.0,0.0
2480065,    Employed,335.0,45.0,230.0,75.0,70.0,80.0,60.0,10.0,0.0
2480065,    Unemployed,10.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0
2480065,  Not in the labour force,110.0,15.0,15.0,0.0,0.0,15.0,25.0,25.0,35.0
2480065,Participation rate,75.8,83.3,95.9,100.0,100.0,85.0,70.6,0.0,0.0
2480065,Employment rate,73.6,75.0,93.9,100.0,100.0,80.0,70.6,40.0,0.0
2480065,Unemployment rate,2.9,20.0,4.3,0.0,0.0,11.8,0.0,0.0,0.0
2480070,Total - Labour force activity,385.0,40.0,205.0,30.0,105.0,70.0,105.0,20.0,10.0
2480070,  In the labour force,215.0,10.0,160.0,10.0,90.0,60.0,40.0,0.0,0.0
2480070,    Employed,205.0,0.0,160.0,10.0,90.0,55.0,45.0,10.0,0.0
2480070,    Unemployed,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
2480070,  Not in the labour force,170.0,30.0,45.0,15.0,15.0,15.0,60.0,20.0,10.0
2480070,Participation rate,55.8,25.0,78.0,33.3,85.7,85.7,38.1,0.0,0.0
2480070,Employment rate,53.2,0.0,78.0,33.3,85.7,78.6,42.9,50.0,0.0
2480070,Unemployment rate,4.7,100.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0
2480078,Total - Labour force activity,1250.0,100.0,610.0,120.0,180.0,305.0,310.0,145.0,85.0
2480078,  In the labour force,685.0,55.0,490.0,95.0,135.0,260.0,135.0,0.0,0.0
2480078,    Employed,605.0,35.0,440.0,80.0,110.0,245.0,120.0,0.0,10.0
2480078,    Unemployed,75.0,15.0,50.0,15.0,25.0,10.0,15.0,0.0,0.0
2480078,  Not in the labour force,570.0,45.0,120.0,25.0,45.0,50.0,180.0,140.0,75.0
2480078,Participation rate,54.8,55.0,80.3,79.2,75.0,85.2,43.5,0.0,0.0
2480078,Employment rate,48.4,35.0,72.1,66.7,61.1,80.3,38.7,0.0,11.8
2480078,Unemployment rate,10.9,27.3,10.2,15.8,18.5,3.8,11.1,0.0,0.0
2480085,Total - Labour force activity,335.0,25.0,155.0,25.0,30.0,90.0,95.0,50.0,15.0
2480085,  In the labour force,175.0,0.0,110.0,20.0,15.0,70.0,50.0,15.0,0.0
2480085,    Employed,160.0,0.0,100.0,20.0,15.0,60.0,50.0,10.0,10.0
2480085,    Unemployed,15.0,0.0,10.0,0.0,0.0,15.0,0.0,0.0,0.0
2480085,  Not in the labour force,165.0,25.0,45.0,10.0,20.0,20.0,50.0,35.0,10.0
2480085,Participation rate,52.2,0.0,71.0,0.0,50.0,77.8,52.6,30.0,0.0
2480085,Employment rate,47.8,0.0,64.5,0.0,50.0,66.7,52.6,20.0,0.0
2480085,Unemployment rate,8.6,0.0,9.1,0.0,0.0,21.4,0.0,0.0,0.0
2480090,Total - Labour force activity,855.0,65.0,345.0,70.0,110.0,160.0,210.0,135.0,95.0
2480090,  In the labour force,365.0,40.0,255.0,60.0,80.0,115.0,50.0,15.0,0.0
2480090,    Employed,315.0,35.0,230.0,45.0,75.0,105.0,40.0,15.0,0.0
2480090,    Unemployed,45.0,10.0,25.0,15.0,0.0,0.0,15.0,0.0,0.0
2480090,  Not in the labour force,490.0,20.0,85.0,15.0,30.0,45.0,160.0,120.0,95.0
2480090,Participation rate,42.7,61.5,73.9,85.7,72.7,71.9,23.8,11.1,0.0
2480090,Employment rate,36.8,53.8,66.7,64.3,68.2,65.6,19.0,11.1,0.0
2480090,Unemployment rate,12.3,25.0,9.8,25.0,0.0,0.0,30.0,0.0,0.0
2480095,Total - Labour force activity,770.0,45.0,290.0,50.0,105.0,140.0,195.0,165.0,70.0
2480095,  In the labour force,325.0,20.0,215.0,45.0,65.0,110.0,65.0,20.0,0.0
2480095,    Employed,295.0,25.0,190.0,45.0,50.0,95.0,55.0,20.0,0.0
2480095,    Unemployed,30.0,0.0,20.0,0.0,15.0,10.0,0.0,0.0,0.0
2480095,  Not in the labour force,440.0,25.0,70.0,0.0,40.0,30.0,125.0,145.0,65.0
2480095,Participation rate,42.2,44.4,74.1,90.0,61.9,78.6,33.3,12.1,0.0
2480095,Employment rate,38.3,55.6,65.5,90.0,47.6,67.9,28.2,12.1,0.0
2480095,Unemployment rate,9.2,0.0,9.3,0.0,23.1,9.1,0.0,0.0,0.0
2480103,Total - Labour force activity,660.0,100.0,300.0,70.0,95.0,130.0,100.0,90.0,75.0
2480103,  In the labour force,340.0,50.0,230.0,65.0,65.0,95.0,55.0,0.0,0.0
2480103,    Employed,275.0,40.0,200.0,60.0,60.0,75.0,35.0,0.0,0.0
2480103,    Unemployed,60.0,10.0,30.0,0.0,10.0,20.0,20.0,0.0,0.0
2480103,  Not in the labour force,320.0,45.0,65.0,10.0,30.0,30.0,45.0,90.0,75.0
2480103,Participation rate,51.5,50.0,76.7,92.9,68.4,73.1,55.0,0.0,0.0
2480103,Employment rate,41.7,40.0,66.7,85.7,63.2,57.7,35.0,0.0,0.0
2480103,Unemployment rate,17.6,20.0,13.0,0.0,15.4,21.1,36.4,0.0,0.0
2480110,Total - Labour force activity,380.0,35.0,155.0,50.0,45.0,60.0,75.0,80.0,30.0
2480110,  In the labour force,145.0,25.0,100.0,30.0,30.0,45.0,15.0,0.0,0.0
2480110,    Employed,115.0,20.0,80.0,10.0,30.0,35.0,10.0,0.0,0.0
2480110,    Unemployed,30.0,10.0,20.0,15.0,0.0,0.0,0.0,0.0,0.0
2480110,  Not in the labour force,235.0,10.0,50.0,25.0,15.0,15.0,65.0,80.0,30.0
2480110,Participation rate,38.2,71.4,64.5,60.0,66.7,75.0,20.0,0.0,0.0
2480110,Employment rate,30.3,57.1,51.6,20.0,66.7,58.3,13.3,0.0,0.0
2480110,Unemployment rate,20.7,40.0,20.0,50.0,0.0,0.0,0.0,0.0,0.0
2480115,Total - Labour force activity,420.0,50.0,200.0,35.0,55.0,105.0,100.0,55.0,10.0
2480115,  In the labour force,265.0,30.0,160.0,30.0,50.0,80.0,55.0,20.0,10.0
2480115,    Employed,220.0,20.0,130.0,25.0,45.0,60.0,50.0,15.0,0.0
2480115,    Unemployed,45.0,0.0,25.0,0.0,10.0,20.0,0.0,0.0,0.0
2480115,  Not in the labour force,150.0,25.0,40.0,10.0,10.0,25.0,45.0,40.0,0.0
2480115,Participation rate,63.1,60.0,80.0,85.7,90.9,76.2,55.0,36.4,0.0
2480115,Employment rate,52.4,40.0,65.0,71.4,81.8,57.1,50.0,27.3,0.0
2480115,Unemployment rate,17.0,0.0,15.6,0.0,20.0,25.0,0.0,0.0,0.0
2480125,Total - Labour force activity,480.0,60.0,170.0,15.0,80.0,70.0,125.0,95.0,30.0
2480125,  In the labour force,190.0,15.0,115.0,10.0,45.0,60.0,50.0,0.0,0.0
2480125,    Employed,170.0,10.0,105.0,10.0,45.0,50.0,50.0,0.0,10.0
2480125,    Unemployed,20.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0
2480125,  Not in the labour force,295.0,45.0,60.0,0.0,40.0,15.0,75.0,95.0,25.0
2480125,Participation rate,39.6,25.0,67.6,0.0,56.2,85.7,40.0,0.0,0.0
2480125,Employment rate,35.4,16.7,61.8,0.0,56.2,71.4,40.0,0.0,33.3
2480125,Unemployment rate,10.5,0.0,8.7,0.0,0.0,16.7,0.0,0.0,0.0
2480130,Total - Labour force activity,355.0,30.0,120.0,45.0,45.0,25.0,75.0,70.0,55.0
2480130,  In the labour force,140.0,10.0,110.0,50.0,45.0,20.0,10.0,0.0,10.0
2480130,    Employed,140.0,10.0,110.0,45.0,50.0,20.0,10.0,0.0,10.0
2480130,    Unemployed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2480130,  Not in the labour force,215.0,15.0,0.0,0.0,0.0,0.0,70.0,70.0,50.0
2480130,Participation rate,39.4,33.3,91.7,100.0,100.0,80.0,13.3,0.0,18.2
2480130,Employment rate,39.4,33.3,91.7,100.0,100.0,80.0,13.3,0.0,18.2
2480130,Unemployment rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2480140,Total - Labour force activity,805.0,80.0,335.0,45.0,125.0,165.0,190.0,135.0,55.0
2480140,  In the labour force,345.0,35.0,255.0,25.0,105.0,120.0,40.0,20.0,0.0
2480140,    Employed,310.0,30.0,220.0,25.0,85.0,115.0,40.0,15.0,0.0
2480140,    Unemployed,35.0,0.0,30.0,0.0,25.0,0.0,0.0,0.0,0.0
2480140,  Not in the labour force,455.0,45.0,85.0,20.0,15.0,45.0,150.0,120.0,55.0
2480140,Participation rate,42.9,43.8,76.1,55.6,84.0,72.7,21.1,14.8,0.0
2480140,Employment rate,38.5,37.5,65.7,55.6,68.0,69.7,21.1,11.1,0.0
2480140,Unemployment rate,10.1,0.0,11.8,0.0,23.8,0.0,0.0,0.0,0.0
2480145,Total - Labour force activity,565.0,70.0,255.0,30.0,100.0,120.0,145.0,85.0,10.0
2480145,  In the labour force,295.0,40.0,215.0,20.0,100.0,105.0,30.0,10.0,0.0
2480145,    Employed,265.0,40.0,195.0,20.0,95.0,80.0,20.0,0.0,0.0
2480145,    Unemployed,30.0,0.0,25.0,0.0,0.0,25.0,10.0,0.0,0.0
2480145,  Not in the labour force,270.0,30.0,35.0,15.0,10.0,20.0,115.0,80.0,10.0
2480145,Participation rate,52.2,57.1,84.3,66.7,100.0,87.5,20.7,11.8,0.0
2480145,Employment rate,46.9,57.1,76.5,66.7,95.0,66.7,13.8,0.0,0.0
2480145,Unemployment rate,10.2,0.0,11.6,0.0,0.0,23.8,33.3,0.0,0.0
2481,Total - Labour force activity,195865.0,33065.0,112895.0,32985.0,39340.0,40575.0,26395.0,14095.0,9415.0
2481,  In the labour force,138270.0,22530.0,100400.0,29560.0,35510.0,35330.0,13655.0,1370.0,310.0
2481,    Employed,130495.0,19695.0,96100.0,27915.0,34020.0,34160.0,13115.0,1335.0,250.0
2481,    Unemployed,7775.0,2835.0,4300.0,1645.0,1485.0,1170.0,540.0,35.0,55.0
2481,  Not in the labour force,57600.0,10530.0,12495.0,3425.0,3830.0,5240.0,12745.0,12720.0,9105.0
2481,Participation rate,70.6,68.1,88.9,89.6,90.3,87.1,51.7,9.7,3.3
2481,Employment rate,66.6,59.6,85.1,84.6,86.5,84.2,49.7,9.5,2.7
2481,Unemployment rate,5.6,12.6,4.3,5.6,4.2,3.3,4.0,2.6,17.7
2481017,Total - Labour force activity,195865.0,33065.0,112895.0,32985.0,39335.0,40575.0,26400.0,14095.0,9415.0
2481017,  In the labour force,138270.0,22530.0,100400.0,29560.0,35505.0,35330.0,13660.0,1375.0,310.0
2481017,    Employed,130495.0,19695.0,96095.0,27915.0,34020.0,34155.0,13115.0,1335.0,250.0
2481017,    Unemployed,7775.0,2835.0,4300.0,1645.0,1485.0,1175.0,545.0,35.0,55.0
2481017,  Not in the labour force,57600.0,10530.0,12495.0,3425.0,3830.0,5245.0,12745.0,12725.0,9110.0
2481017,Participation rate,70.6,68.1,88.9,89.6,90.3,87.1,51.7,9.8,3.3
2481017,Employment rate,66.6,59.6,85.1,84.6,86.5,84.2,49.7,9.5,2.7
2481017,Unemployment rate,5.6,12.6,4.3,5.6,4.2,3.3,4.0,2.5,17.7
2482,Total - Labour force activity,33325.0,4860.0,20160.0,4835.0,7760.0,7560.0,5020.0,2185.0,1095.0
2482,  In the labour force,23805.0,2890.0,17825.0,4370.0,7050.0,6415.0,2715.0,320.0,50.0
2482,    Employed,22670.0,2520.0,17165.0,4185.0,6810.0,6170.0,2625.0,315.0,45.0
