Geography,Labour Force Ac,Total - Age groups,  15-24 years,    15-19 years,    20-24 years,  25-34 years,  35-44 years,  45-54 years,  55-64 years,  65 years and over
4608061,Unemployment rate,7.6,0.0,0.0,0.0,18.2,0.0,0.0,0.0,0.0
4608066,Total - Labour force activity,355.0,55.0,40.0,20.0,65.0,55.0,45.0,70.0,60.0
4608066,  Total labour force,265.0,50.0,35.0,10.0,40.0,55.0,45.0,55.0,20.0
4608066,    Employed,250.0,50.0,35.0,15.0,35.0,50.0,40.0,50.0,20.0
4608066,    Unemployed,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4608066,  Not in the labour force,85.0,10.0,10.0,0.0,25.0,0.0,0.0,10.0,40.0
4608066,Participation rate,74.6,90.9,87.5,50.0,61.5,100.0,100.0,78.6,33.3
4608066,Employment rate,70.4,90.9,87.5,75.0,53.8,90.9,88.9,71.4,33.3
4608066,Unemployment rate,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4608069,Total - Labour force activity,1230.0,400.0,220.0,170.0,365.0,220.0,125.0,70.0,55.0
4608069,  Total labour force,480.0,80.0,30.0,45.0,180.0,135.0,70.0,15.0,10.0
4608069,    Employed,315.0,35.0,15.0,20.0,110.0,105.0,55.0,15.0,10.0
4608069,    Unemployed,165.0,45.0,15.0,30.0,65.0,35.0,20.0,0.0,0.0
4608069,  Not in the labour force,750.0,320.0,190.0,125.0,185.0,80.0,55.0,55.0,55.0
4608069,Participation rate,39.0,20.0,13.6,26.5,49.3,61.4,56.0,21.4,18.2
4608069,Employment rate,25.6,8.8,6.8,11.8,30.1,47.7,44.0,21.4,18.2
4608069,Unemployment rate,34.4,56.2,50.0,66.7,36.1,25.9,28.6,0.0,0.0
4608072,Total - Labour force activity,445.0,100.0,45.0,55.0,65.0,35.0,95.0,45.0,105.0
4608072,  Total labour force,305.0,70.0,30.0,45.0,55.0,30.0,85.0,40.0,15.0
4608072,    Employed,300.0,70.0,30.0,45.0,55.0,30.0,90.0,35.0,10.0
4608072,    Unemployed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4608072,  Not in the labour force,145.0,25.0,15.0,10.0,10.0,10.0,0.0,10.0,95.0
4608072,Participation rate,68.5,70.0,66.7,81.8,84.6,85.7,89.5,88.9,14.3
4608072,Employment rate,67.4,70.0,66.7,81.8,84.6,85.7,94.7,77.8,9.5
4608072,Unemployment rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4609,Total - Labour force activity,16915.0,3005.0,1600.0,1405.0,3015.0,3460.0,2490.0,1830.0,3100.0
4609,  Total labour force,11265.0,2030.0,935.0,1095.0,2550.0,3005.0,2090.0,1100.0,500.0
4609,    Employed,10555.0,1815.0,810.0,1010.0,2430.0,2830.0,1945.0,1040.0,490.0
4609,    Unemployed,710.0,210.0,125.0,90.0,115.0,170.0,140.0,60.0,10.0
4609,  Not in the labour force,5645.0,980.0,665.0,310.0,465.0,460.0,405.0,730.0,2605.0
4609,Participation rate,66.6,67.6,58.4,77.9,84.6,86.8,83.9,60.1,16.1
4609,Employment rate,62.4,60.4,50.6,71.9,80.6,81.8,78.1,56.8,15.8
4609,Unemployment rate,6.3,10.3,13.4,8.2,4.5,5.7,6.7,5.5,2.0
4609017,Total - Labour force activity,1655.0,320.0,165.0,155.0,300.0,280.0,240.0,255.0,265.0
4609017,  Total labour force,1265.0,255.0,140.0,115.0,265.0,245.0,225.0,175.0,95.0
4609017,    Employed,1225.0,240.0,135.0,105.0,260.0,245.0,215.0,170.0,95.0
4609017,    Unemployed,35.0,15.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0
4609017,  Not in the labour force,400.0,65.0,25.0,40.0,30.0,30.0,20.0,80.0,170.0
4609017,Participation rate,76.4,79.7,84.8,74.2,88.3,87.5,93.8,68.6,35.8
4609017,Employment rate,74.0,75.0,81.8,67.7,86.7,87.5,89.6,66.7,35.8
4609017,Unemployment rate,2.8,5.9,7.1,8.7,0.0,0.0,4.4,5.7,0.0
4609020,Total - Labour force activity,455.0,70.0,30.0,35.0,40.0,85.0,70.0,65.0,125.0
4609020,  Total labour force,240.0,40.0,10.0,30.0,25.0,75.0,60.0,45.0,0.0
4609020,    Employed,245.0,40.0,10.0,30.0,20.0,75.0,60.0,45.0,0.0
4609020,    Unemployed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4609020,  Not in the labour force,210.0,25.0,20.0,0.0,15.0,10.0,15.0,20.0,125.0
4609020,Participation rate,52.7,57.1,33.3,85.7,62.5,88.2,85.7,69.2,0.0
4609020,Employment rate,53.8,57.1,33.3,85.7,50.0,88.2,85.7,69.2,0.0
4609020,Unemployment rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4609024,Total - Labour force activity,4905.0,865.0,485.0,375.0,875.0,1140.0,790.0,520.0,725.0
4609024,  Total labour force,3625.0,560.0,260.0,295.0,775.0,995.0,700.0,355.0,245.0
4609024,    Employed,3465.0,535.0,245.0,285.0,740.0,940.0,660.0,340.0,245.0
4609024,    Unemployed,160.0,25.0,20.0,0.0,35.0,50.0,40.0,15.0,0.0
4609024,  Not in the labour force,1280.0,305.0,220.0,80.0,100.0,140.0,90.0,165.0,480.0
4609024,Participation rate,73.9,64.7,53.6,78.7,88.6,87.3,88.6,68.3,33.8
4609024,Employment rate,70.6,61.8,50.5,76.0,84.6,82.5,83.5,65.4,33.8
4609024,Unemployment rate,4.4,4.5,7.7,0.0,4.5,5.0,5.7,4.2,0.0
4609025,Total - Labour force activity,385.0,100.0,50.0,45.0,80.0,85.0,50.0,35.0,30.0
4609025,  Total labour force,75.0,10.0,0.0,10.0,20.0,25.0,20.0,0.0,0.0
4609025,    Employed,55.0,10.0,0.0,0.0,15.0,15.0,20.0,0.0,0.0
4609025,    Unemployed,20.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
4609025,  Not in the labour force,310.0,90.0,45.0,45.0,65.0,65.0,35.0,30.0,25.0
4609025,Participation rate,19.5,10.0,0.0,22.2,25.0,29.4,40.0,0.0,0.0
4609025,Employment rate,14.3,10.0,0.0,0.0,18.8,17.6,40.0,0.0,0.0
4609025,Unemployment rate,26.7,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0
4609026,Total - Labour force activity,50.0,0.0,0.0,10.0,20.0,10.0,10.0,10.0,0.0
4609026,  Total labour force,15.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0
4609026,    Employed,15.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
4609026,    Unemployed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4609026,  Not in the labour force,35.0,0.0,10.0,0.0,15.0,10.0,0.0,10.0,0.0
4609026,Participation rate,30.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0
4609026,Employment rate,30.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0
4609026,Unemployment rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4609029,Total - Labour force activity,9455.0,1650.0,860.0,790.0,1705.0,1865.0,1330.0,945.0,1965.0
4609029,  Total labour force,6045.0,1160.0,510.0,650.0,1460.0,1660.0,1080.0,525.0,155.0
4609029,    Employed,5555.0,995.0,420.0,575.0,1390.0,1550.0,990.0,485.0,145.0
4609029,    Unemployed,490.0,165.0,95.0,70.0,70.0,115.0,90.0,35.0,10.0
4609029,  Not in the labour force,3410.0,485.0,350.0,140.0,240.0,205.0,250.0,420.0,1805.0
4609029,Participation rate,63.9,70.3,59.3,82.3,85.6,89.0,81.2,55.6,7.9
4609029,Employment rate,58.8,60.3,48.8,72.8,81.5,83.1,74.4,51.3,7.4
4609029,Unemployment rate,8.1,14.2,18.6,10.8,4.8,6.9,8.3,6.7,6.5
4610,Total - Labour force activity,6375.0,1080.0,620.0,455.0,1310.0,1585.0,1065.0,690.0,635.0
4610,  Total labour force,5005.0,755.0,360.0,395.0,1155.0,1460.0,950.0,465.0,215.0
4610,    Employed,4805.0,675.0,335.0,340.0,1105.0,1420.0,925.0,460.0,215.0
4610,    Unemployed,200.0,75.0,25.0,55.0,45.0,35.0,25.0,10.0,0.0
4610,  Not in the labour force,1370.0,325.0,260.0,65.0,160.0,130.0,115.0,225.0,415.0
4610,Participation rate,78.5,69.9,58.1,86.8,88.2,92.1,89.2,67.4,33.9
4610,Employment rate,75.4,62.5,54.0,74.7,84.4,89.6,86.9,66.7,33.9
4610,Unemployment rate,4.0,9.9,6.9,13.9,3.9,2.4,2.6,2.2,0.0
4610035,Total - Labour force activity,3555.0,590.0,355.0,235.0,745.0,880.0,640.0,350.0,345.0
4610035,  Total labour force,2745.0,400.0,200.0,200.0,665.0,815.0,565.0,225.0,70.0
4610035,    Employed,2605.0,345.0,175.0,170.0,630.0,785.0,555.0,220.0,70.0
4610035,    Unemployed,135.0,55.0,25.0,30.0,35.0,30.0,10.0,0.0,0.0
4610035,  Not in the labour force,810.0,190.0,155.0,40.0,75.0,65.0,70.0,130.0,275.0
4610035,Participation rate,77.2,67.8,56.3,85.1,89.3,92.6,88.3,64.3,20.3
4610035,Employment rate,73.3,58.5,49.3,72.3,84.6,89.2,86.7,62.9,20.3
4610035,Unemployment rate,4.9,13.8,12.5,15.0,5.3,3.7,1.8,0.0,0.0
4610043,Total - Labour force activity,2100.0,380.0,210.0,175.0,460.0,505.0,285.0,235.0,235.0
4610043,  Total labour force,1660.0,270.0,120.0,155.0,385.0,455.0,245.0,175.0,120.0
4610043,    Employed,1620.0,255.0,120.0,135.0,380.0,450.0,240.0,170.0,120.0
4610043,    Unemployed,40.0,20.0,0.0,20.0,10.0,10.0,10.0,10.0,0.0
4610043,  Not in the labour force,440.0,110.0,85.0,20.0,70.0,45.0,35.0,60.0,115.0
4610043,Participation rate,79.0,71.1,57.1,88.6,83.7,90.1,86.0,74.5,51.1
4610043,Employment rate,77.1,67.1,57.1,77.1,82.6,89.1,84.2,72.3,51.1
4610043,Unemployment rate,2.4,7.4,0.0,12.9,2.6,2.2,4.1,5.7,0.0
4610052,Total - Labour force activity,725.0,105.0,60.0,45.0,110.0,205.0,145.0,95.0,55.0
4610052,  Total labour force,600.0,80.0,40.0,45.0,105.0,185.0,140.0,65.0,25.0
4610052,    Employed,580.0,75.0,40.0,35.0,95.0,185.0,125.0,65.0,25.0
4610052,    Unemployed,25.0,10.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0
4610052,  Not in the labour force,125.0,20.0,20.0,10.0,10.0,20.0,0.0,30.0,30.0
4610052,Participation rate,82.8,76.2,66.7,100.0,95.5,90.2,96.6,68.4,45.5
4610052,Employment rate,80.0,71.4,66.7,77.8,86.4,90.2,86.2,68.4,45.5
4610052,Unemployment rate,4.2,12.5,0.0,22.2,0.0,0.0,7.1,0.0,0.0
4611,Total - Labour force activity,489630.0,84395.0,39390.0,45005.0,98870.0,100885.0,76225.0,49825.0,79435.0
4611,  Total labour force,325970.0,57040.0,19960.0,37080.0,84755.0,88280.0,64165.0,26470.0,5250.0
4611,    Employed,299295.0,48880.0,16415.0,32460.0,77540.0,82790.0,60560.0,24565.0,4965.0
4611,    Unemployed,26675.0,8160.0,3545.0,4620.0,7215.0,5495.0,3610.0,1905.0,290.0
4611,  Not in the labour force,163660.0,27355.0,19430.0,7925.0,14110.0,12605.0,12055.0,23355.0,74180.0
4611,Participation rate,66.6,67.6,50.7,82.4,85.7,87.5,84.2,53.1,6.6
4611,Employment rate,61.1,57.9,41.7,72.1,78.4,82.1,79.4,49.3,6.3
4611,Unemployment rate,8.2,14.3,17.8,12.5,8.5,6.2,5.6,7.2,5.5
4611040,Total - Labour force activity,488470.0,84235.0,39305.0,44925.0,98675.0,100550.0,75980.0,49685.0,79340.0
4611040,  Total labour force,325045.0,56925.0,19915.0,37010.0,84585.0,87975.0,63945.0,26390.0,5225.0
4611040,    Employed,298390.0,48770.0,16370.0,32395.0,77375.0,82485.0,60345.0,24485.0,4935.0
4611040,    Unemployed,26655.0,8155.0,3535.0,4620.0,7215.0,5485.0,3600.0,1905.0,285.0
4611040,  Not in the labour force,163420.0,27310.0,19395.0,7915.0,14090.0,12575.0,12035.0,23295.0,74115.0
4611040,Participation rate,66.5,67.6,50.7,82.4,85.7,87.5,84.2,53.1,6.6
4611040,Employment rate,61.1,57.9,41.6,72.1,78.4,82.0,79.4,49.3,6.2
4611040,Unemployment rate,8.2,14.3,17.8,12.5,8.5,6.2,5.6,7.2,5.5
4611042,Total - Labour force activity,1165.0,160.0,80.0,80.0,190.0,335.0,245.0,140.0,95.0
4611042,  Total labour force,925.0,115.0,50.0,70.0,165.0,310.0,225.0,80.0,30.0
4611042,    Employed,900.0,110.0,45.0,65.0,165.0,305.0,215.0,80.0,25.0
4611042,    Unemployed,20.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0
4611042,  Not in the labour force,240.0,45.0,30.0,10.0,25.0,25.0,20.0,60.0,60.0
4611042,Participation rate,79.4,71.9,62.5,87.5,86.8,92.5,91.8,57.1,31.6
4611042,Employment rate,77.3,68.8,56.2,81.2,86.8,91.0,87.8,57.1,26.3
4611042,Unemployment rate,2.2,0.0,20.0,0.0,0.0,0.0,4.4,0.0,0.0
4612,Total - Labour force activity,14455.0,2320.0,1410.0,910.0,2340.0,3430.0,2620.0,1655.0,2095.0
4612,  Total labour force,10265.0,1525.0,715.0,810.0,1985.0,3095.0,2330.0,1010.0,305.0
4612,    Employed,9650.0,1315.0,605.0,715.0,1865.0,2955.0,2270.0,930.0,305.0
4612,    Unemployed,615.0,205.0,110.0,95.0,125.0,135.0,60.0,80.0,10.0
4612,  Not in the labour force,4195.0,800.0,695.0,100.0,355.0,330.0,285.0,640.0,1785.0
4612,Participation rate,71.0,65.7,50.7,89.0,84.8,90.2,88.9,61.0,14.6
4612,Employment rate,66.8,56.7,42.9,78.6,79.7,86.2,86.6,56.2,14.6
4612,Unemployment rate,6.0,13.4,15.4,11.7,6.3,4.4,2.6,7.9,3.3
4612047,Total - Labour force activity,9240.0,1585.0,965.0,610.0,1520.0,2370.0,1785.0,1005.0,980.0
4612047,  Total labour force,6900.0,1040.0,475.0,565.0,1285.0,2150.0,1605.0,625.0,195.0
4612047,    Employed,6560.0,930.0,420.0,505.0,1215.0,2075.0,1570.0,595.0,190.0
4612047,    Unemployed,335.0,115.0,55.0,60.0,70.0,80.0,35.0,35.0,10.0
4612047,  Not in the labour force,2335.0,535.0,495.0,45.0,235.0,215.0,180.0,380.0,780.0
4612047,Participation rate,74.7,65.6,49.2,92.6,84.5,90.7,89.9,62.2,19.9
4612047,Employment rate,71.0,58.7,43.5,82.8,79.9,87.6,88.0,59.2,19.4
4612047,Unemployment rate,4.9,11.1,11.6,10.6,5.4,3.7,2.2,5.6,5.1
4612052,Total - Labour force activity,2760.0,430.0,240.0,190.0,460.0,625.0,475.0,365.0,400.0
4612052,  Total labour force,2010.0,315.0,150.0,160.0,370.0,575.0,425.0,240.0,80.0
4612052,    Employed,1865.0,250.0,110.0,145.0,340.0,555.0,415.0,225.0,80.0
4612052,    Unemployed,140.0,60.0,40.0,20.0,30.0,25.0,10.0,15.0,0.0
4612052,  Not in the labour force,750.0,120.0,85.0,30.0,90.0,50.0,55.0,125.0,315.0
4612052,Participation rate,72.8,73.3,62.5,84.2,80.4,92.0,89.5,65.8,20.0
4612052,Employment rate,67.6,58.1,45.8,76.3,73.9,88.8,87.4,61.6,20.0
4612052,Unemployment rate,7.0,19.0,26.7,12.5,8.1,4.3,2.4,6.2,0.0
4612056,Total - Labour force activity,2200.0,280.0,175.0,105.0,315.0,370.0,315.0,250.0,665.0
4612056,  Total labour force,1195.0,160.0,80.0,80.0,295.0,305.0,260.0,130.0,35.0
4612056,    Employed,1065.0,130.0,70.0,65.0,275.0,280.0,245.0,100.0,35.0
4612056,    Unemployed,125.0,30.0,10.0,10.0,20.0,20.0,20.0,35.0,0.0
4612056,  Not in the labour force,1005.0,120.0,95.0,25.0,20.0,70.0,50.0,115.0,630.0
4612056,Participation rate,54.3,57.1,45.7,76.2,93.7,82.4,82.5,52.0,5.3
4612056,Employment rate,48.4,46.4,40.0,61.9,87.3,75.7,77.8,40.0,5.3
4612056,Unemployment rate,10.5,18.8,12.5,12.5,6.8,6.6,7.7,26.9,0.0
4612058,Total - Labour force activity,260.0,30.0,25.0,0.0,45.0,60.0,50.0,30.0,45.0
4612058,  Total labour force,165.0,0.0,10.0,0.0,40.0,60.0,45.0,10.0,0.0
4612058,    Employed,150.0,0.0,10.0,0.0,35.0,50.0,40.0,10.0,0.0
4612058,    Unemployed,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
4612058,  Not in the labour force,95.0,20.0,20.0,0.0,10.0,0.0,0.0,15.0,45.0
4612058,Participation rate,63.5,0.0,40.0,0.0,88.9,100.0,90.0,33.3,0.0
4612058,Employment rate,57.7,0.0,40.0,0.0,77.8,83.3,80.0,33.3,0.0
4612058,Unemployment rate,6.1,0.0,0.0,0.0,0.0,16.7,0.0,0.0,0.0
4613,Total - Labour force activity,30530.0,5135.0,2735.0,2405.0,4590.0,6995.0,5830.0,3800.0,4175.0
4613,  Total labour force,21430.0,3795.0,1650.0,2145.0,4030.0,6250.0,4960.0,1970.0,420.0
4613,    Employed,20030.0,3290.0,1355.0,1935.0,3700.0,5960.0,4825.0,1855.0,405.0
4613,    Unemployed,1400.0,505.0,295.0,215.0,330.0,290.0,140.0,120.0,15.0
4613,  Not in the labour force,9100.0,1340.0,1085.0,255.0,555.0,745.0,865.0,1830.0,3760.0
4613,Participation rate,70.2,73.9,60.3,89.2,87.8,89.3,85.1,51.8,10.1
4613,Employment rate,65.6,64.1,49.5,80.5,80.6,85.2,82.8,48.8,9.7
4613,Unemployment rate,6.5,13.3,17.9,10.0,8.2,4.6,2.8,6.1,3.6
4613032,Total - Labour force activity,4930.0,950.0,500.0,455.0,465.0,1375.0,1135.0,580.0,425.0
4613032,  Total labour force,3745.0,705.0,275.0,430.0,410.0,1270.0,985.0,300.0,65.0
4613032,    Employed,3605.0,640.0,250.0,395.0,395.0,1240.0,970.0,285.0,65.0
4613032,    Unemployed,140.0,65.0,30.0,35.0,20.0,25.0,15.0,15.0,0.0
4613032,  Not in the labour force,1185.0,245.0,220.0,20.0,55.0,105.0,145.0,280.0,355.0
4613032,Participation rate,76.0,74.2,55.0,94.5,88.2,92.4,86.8,51.7,15.3
4613032,Employment rate,73.1,67.4,50.0,86.8,84.9,90.2,85.5,49.1,15.3
4613032,Unemployment rate,3.7,9.2,10.9,8.1,4.9,2.0,1.5,5.0,0.0
4613037,Total - Labour force activity,2810.0,465.0,255.0,215.0,355.0,665.0,585.0,340.0,400.0
4613037,  Total labour force,1985.0,370.0,175.0,195.0,290.0,610.0,510.0,185.0,30.0
4613037,    Employed,1910.0,325.0,140.0,180.0,290.0,585.0,500.0,180.0,25.0
4613037,    Unemployed,80.0,50.0,30.0,10.0,0.0,25.0,10.0,0.0,0.0
4613037,  Not in the labour force,820.0,95.0,80.0,20.0,60.0,60.0,70.0,155.0,370.0
4613037,Participation rate,70.6,79.6,68.6,90.7,81.7,91.7,87.2,54.4,7.5
4613037,Employment rate,68.0,69.9,54.9,83.7,81.7,88.0,85.5,52.9,6.2
4613037,Unemployment rate,4.0,13.5,17.1,5.1,0.0,4.1,2.0,0.0,0.0
4613043,Total - Labour force activity,8035.0,1320.0,760.0,560.0,1175.0,1885.0,1645.0,1070.0,940.0
4613043,  Total labour force,5845.0,945.0,460.0,485.0,1100.0,1665.0,1435.0,540.0,160.0
4613043,    Employed,5480.0,825.0,375.0,450.0,1005.0,1590.0,1395.0,515.0,155.0
4613043,    Unemployed,360.0,120.0,85.0,35.0,95.0,70.0,40.0,25.0,10.0
4613043,  Not in the labour force,2190.0,375.0,300.0,75.0,75.0,220.0,210.0,525.0,780.0
4613043,Participation rate,72.7,71.6,60.5,86.6,93.6,88.3,87.2,50.5,17.0
4613043,Employment rate,68.2,62.5,49.3,80.4,85.5,84.4,84.8,48.1,16.5
4613043,Unemployment rate,6.2,12.7,18.5,7.2,8.6,4.2,2.8,4.6,6.2
4613047,Total - Labour force activity,7420.0,1275.0,635.0,640.0,1345.0,1410.0,1105.0,865.0,1410.0
4613047,  Total labour force,4675.0,960.0,410.0,550.0,1145.0,1220.0,915.0,375.0,60.0
4613047,    Employed,4200.0,785.0,305.0,480.0,1000.0,1130.0,875.0,340.0,55.0
4613047,    Unemployed,475.0,170.0,105.0,70.0,145.0,90.0,35.0,30.0,0.0
4613047,  Not in the labour force,2745.0,320.0,230.0,90.0,200.0,190.0,190.0,490.0,1355.0
4613047,Participation rate,63.0,75.3,64.6,85.9,85.1,86.5,82.8,43.4,4.3
4613047,Employment rate,56.6,61.6,48.0,75.0,74.3,80.1,79.2,39.3,3.9
4613047,Unemployment rate,10.2,17.7,25.6,12.7,12.7,7.4,3.8,8.0,0.0
4613049,Total - Labour force activity,355.0,35.0,10.0,30.0,40.0,35.0,60.0,85.0,100.0
4613049,  Total labour force,135.0,30.0,0.0,25.0,25.0,25.0,25.0,25.0,0.0
4613049,    Employed,115.0,20.0,0.0,15.0,20.0,25.0,25.0,25.0,0.0
4613049,    Unemployed,20.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0
4613049,  Not in the labour force,220.0,10.0,0.0,0.0,10.0,10.0,30.0,65.0,100.0
4613049,Participation rate,38.0,85.7,0.0,83.3,62.5,71.4,41.7,29.4,0.0
4613049,Employment rate,32.4,57.1,0.0,50.0,50.0,71.4,41.7,29.4,0.0
4613049,Unemployment rate,14.8,33.3,0.0,40.0,40.0,0.0,0.0,0.0,0.0
4613056,Total - Labour force activity,6760.0,1025.0,540.0,485.0,1175.0,1560.0,1265.0,845.0,885.0
4613056,  Total labour force,4920.0,765.0,320.0,445.0,1030.0,1415.0,1065.0,540.0,100.0
4613056,    Employed,4620.0,680.0,280.0,400.0,970.0,1345.0,1035.0,490.0,100.0
4613056,    Unemployed,295.0,90.0,40.0,50.0,60.0,65.0,30.0,50.0,0.0
4613056,  Not in the labour force,1840.0,260.0,215.0,40.0,145.0,150.0,200.0,305.0,785.0
4613056,Participation rate,72.8,74.6,59.3,91.8,87.7,90.7,84.2,63.9,11.3
4613056,Employment rate,68.3,66.3,51.9,82.5,82.6,86.2,81.8,58.0,11.3
4613056,Unemployment rate,6.0,11.8,12.5,11.2,5.8,4.6,2.8,9.3,0.0
4613062,Total - Labour force activity,220.0,65.0,30.0,25.0,40.0,60.0,35.0,15.0,10.0
4613062,  Total labour force,130.0,20.0,10.0,20.0,25.0,50.0,25.0,15.0,0.0
4613062,    Employed,100.0,15.0,0.0,10.0,20.0,35.0,20.0,10.0,0.0
4613062,    Unemployed,30.0,10.0,0.0,10.0,10.0,15.0,0.0,0.0,0.0
4613062,  Not in the labour force,90.0,35.0,30.0,0.0,15.0,10.0,10.0,0.0,10.0
4613062,Participation rate,59.1,30.8,33.3,80.0,62.5,83.3,71.4,100.0,0.0
4613062,Employment rate,45.5,23.1,0.0,40.0,50.0,58.3,57.1,66.7,0.0
4613062,Unemployment rate,23.1,50.0,0.0,50.0,40.0,30.0,0.0,0.0,0.0
4614,Total - Labour force activity,12510.0,2185.0,1275.0,910.0,2045.0,2910.0,2145.0,1335.0,1885.0
4614,  Total labour force,9025.0,1560.0,725.0,835.0,1770.0,2650.0,1895.0,815.0,330.0
4614,    Employed,8555.0,1395.0,655.0,745.0,1645.0,2560.0,1825.0,795.0,330.0
4614,    Unemployed,465.0,160.0,70.0,90.0,125.0,85.0,70.0,20.0,0.0
4614,  Not in the labour force,3485.0,625.0,545.0,80.0,275.0,260.0,245.0,520.0,1560.0
4614,Participation rate,72.1,71.4,56.9,91.8,86.6,91.1,88.3,61.0,17.5
4614,Employment rate,68.4,63.8,51.4,81.9,80.4,88.0,85.1,59.6,17.5
4614,Unemployment rate,5.2,10.3,9.7,10.8,7.1,3.2,3.7,2.5,0.0
4614015,Total - Labour force activity,1025.0,170.0,100.0,70.0,155.0,240.0,160.0,120.0,180.0
4614015,  Total labour force,835.0,130.0,65.0,65.0,145.0,240.0,150.0,95.0,75.0
4614015,    Employed,795.0,120.0,60.0,60.0,135.0,225.0,145.0,95.0,80.0
4614015,    Unemployed,40.0,15.0,10.0,0.0,10.0,15.0,0.0,0.0,0.0
4614015,  Not in the labour force,190.0,40.0,30.0,0.0,10.0,0.0,0.0,25.0,105.0
4614015,Participation rate,81.5,76.5,65.0,92.9,93.5,100.0,93.8,79.2,41.7
4614015,Employment rate,77.6,70.6,60.0,85.7,87.1,93.8,90.6,79.2,44.4
4614015,Unemployment rate,4.8,11.5,15.4,0.0,6.9,6.2,0.0,0.0,0.0
4614031,Total - Labour force activity,2615.0,545.0,340.0,210.0,375.0,610.0,465.0,280.0,340.0
4614031,  Total labour force,1890.0,360.0,185.0,175.0,310.0,535.0,425.0,165.0,90.0
4614031,    Employed,1810.0,330.0,175.0,150.0,295.0,520.0,410.0,165.0,90.0
4614031,    Unemployed,75.0,35.0,10.0,25.0,15.0,15.0,10.0,0.0,0.0
4614031,  Not in the labour force,725.0,185.0,150.0,30.0,65.0,70.0,40.0,115.0,250.0
4614031,Participation rate,72.3,66.1,54.4,83.3,82.7,87.7,91.4,58.9,26.5
4614031,Employment rate,69.2,60.6,51.5,71.4,78.7,85.2,88.2,58.9,26.5
4614031,Unemployment rate,4.0,9.7,5.4,14.3,4.8,2.8,2.4,0.0,0.0
4614036,Total - Labour force activity,5260.0,870.0,485.0,385.0,925.0,1235.0,1020.0,570.0,645.0
4614036,  Total labour force,3895.0,630.0,275.0,355.0,790.0,1120.0,870.0,355.0,125.0
4614036,    Employed,3680.0,575.0,240.0,335.0,730.0,1075.0,830.0,340.0,120.0
4614036,    Unemployed,220.0,55.0,30.0,20.0,60.0,45.0,45.0,10.0,10.0
4614036,  Not in the labour force,1365.0,245.0,215.0,25.0,135.0,115.0,145.0,215.0,520.0
4614036,Participation rate,74.0,72.4,56.7,92.2,85.4,90.7,85.3,62.3,19.4
4614036,Employment rate,70.0,66.1,49.5,87.0,78.9,87.0,81.4,59.6,18.6
4614036,Unemployment rate,5.6,8.7,10.9,5.6,7.6,4.0,5.2,2.8,8.0
4614039,Total - Labour force activity,2735.0,480.0,290.0,190.0,480.0,685.0,420.0,210.0,465.0
4614039,  Total labour force,1935.0,355.0,170.0,185.0,435.0,615.0,370.0,125.0,25.0
4614039,    Employed,1835.0,315.0,150.0,165.0,400.0,610.0,360.0,120.0,25.0
4614039,    Unemployed,95.0,40.0,20.0,20.0,35.0,10.0,10.0,0.0,0.0
4614039,  Not in the labour force,800.0,125.0,115.0,0.0,40.0,65.0,45.0,85.0,435.0
4614039,Participation rate,70.7,74.0,58.6,97.4,90.6,89.8,88.1,59.5,5.4
4614039,Employment rate,67.1,65.6,51.7,86.8,83.3,89.1,85.7,57.1,5.4
4614039,Unemployment rate,4.9,11.3,11.8,10.8,8.0,1.6,2.7,0.0,0.0
4614042,Total - Labour force activity,875.0,115.0,65.0,55.0,115.0,135.0,90.0,160.0,255.0
4614042,  Total labour force,465.0,80.0,35.0,50.0,90.0,130.0,75.0,80.0,10.0
4614042,    Employed,440.0,65.0,30.0,35.0,80.0,130.0,80.0,75.0,10.0
4614042,    Unemployed,30.0,15.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0
4614042,  Not in the labour force,410.0,35.0,30.0,0.0,25.0,10.0,10.0,80.0,250.0
4614042,Participation rate,53.1,69.6,53.8,90.9,78.3,96.3,83.3,50.0,3.9
4614042,Employment rate,50.3,56.5,46.2,63.6,69.6,96.3,88.9,46.9,3.9
